,Unnamed: 0,id,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,is_location_exact,accommodates,bathrooms,bedrooms,beds,price,guests_included,extra_people,minimum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,first_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,neighbourhood_cleansed0,neighbourhood_cleansed1,neighbourhood_cleansed2,neighbourhood_cleansed3,neighbourhood_cleansed4,neighbourhood_cleansed5,neighbourhood_cleansed6,neighbourhood_cleansed7,neighbourhood_cleansed8,neighbourhood_cleansed9,neighbourhood_cleansed10,neighbourhood_cleansed11,neighbourhood_cleansed12,neighbourhood_cleansed13,neighbourhood_cleansed14,neighbourhood_cleansed15,bed_type0,bed_type1,bed_type2,bed_type3,bed_type4,room_type0,room_type1,room_type2,cancellation_policy0,cancellation_policy1,cancellation_policy2
16439,17696,34031796,100.0,0,2,2,1,0,39.86903,116.4367,1,4,1.0,2,2,367,1,100,2,11,36,36,36,6,6,2019/4/26,100,10,10,10,10,10,10,1,0,0,1,1,0,0,6.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
16440,17697,34031808,100.0,0,1,1,1,0,39.90558,116.38773,0,2,1.0,1,1,580,1,0,3,10,10,10,10,3,3,2019/5/2,100,10,10,10,10,10,10,0,0,0,1,1,0,0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
16441,17698,34032308,100.0,1,6,6,1,0,39.9614,116.4491,0,5,1.0,2,3,567,1,0,1,16,46,76,351,1,1,2019/5/4,100,10,10,10,10,10,10,1,0,0,6,2,4,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
16442,17699,34032555,100.0,0,8,8,1,0,40.68192,117.17246999999999,0,2,1.0,1,2,159,1,0,1,30,41,71,71,1,1,2019/5/2,100,10,10,10,10,10,10,1,0,0,8,0,8,0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
16443,17700,34032741,100.0,0,2,2,1,0,39.89465,116.50491000000001,1,4,1.0,1,1,519,1,0,1,30,60,90,365,3,3,2019/4/28,100,10,10,10,10,10,10,1,0,0,2,2,0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
16444,17702,34033066,100.0,0,2,2,1,0,39.76564000000001,116.2126,1,2,1.0,1,1,366,1,0,1,28,58,88,88,1,1,2019/5/3,100,10,10,10,10,10,10,0,0,0,2,1,1,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
16445,17703,34033095,100.0,0,1,1,1,0,39.952709999999996,116.36164,0,2,2.0,1,1,297,1,0,1,14,14,17,17,5,5,2019/4/29,100,10,10,10,10,10,10,1,0,0,1,0,1,0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
16446,17704,34033185,100.0,0,1,1,1,0,39.98807,116.47345,1,4,1.0,2,2,456,1,0,2,19,45,75,76,1,1,2019/5/5,100,10,10,10,10,8,10,1,0,0,1,1,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
16447,17705,34033410,100.0,0,4,4,1,0,40.10232,116.55682,0,8,2.0,2,4,587,1,0,1,29,59,89,364,1,1,2019/4/28,100,10,10,10,10,10,10,1,0,0,4,4,0,0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
16448,17706,34034011,100.0,0,3,3,1,0,39.64064000000001,115.60703999999998,0,2,1.0,1,1,186,1,0,1,29,59,89,89,1,1,2019/5/5,40,6,10,6,6,6,6,1,0,0,3,0,3,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
16449,17707,34034486,100.0,0,1,1,1,0,39.93462,116.37449,0,7,1.0,2,2,367,4,100,1,30,60,90,91,2,2,2019/5/1,100,10,10,10,10,10,9,0,0,0,1,1,0,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
16450,17708,34034761,100.0,0,11,11,1,0,40.03327,116.63600000000001,0,3,1.0,0,2,221,1,0,1,30,60,90,365,1,1,2019/5/2,20,2,2,2,2,2,2,1,0,0,11,9,2,0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
16451,17710,34034988,88.0,0,3,3,1,0,40.38562,116.53455,0,9,3.0,3,5,1996,1,150,1,27,57,87,87,3,3,2019/5/2,100,10,10,9,10,9,10,1,0,0,3,1,2,0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
16452,17711,34035206,100.0,0,1,1,1,0,39.77068,116.32746000000002,1,2,1.0,1,1,200,1,0,1,4,24,54,54,1,1,2019/5/4,100,10,10,10,10,10,10,1,0,0,1,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
16453,17712,34035452,100.0,1,3,3,1,0,39.93618,116.4387,0,4,1.0,2,2,685,3,100,1,30,60,90,91,1,1,2019/5/3,100,10,10,10,10,10,10,0,0,0,3,1,2,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
16454,17713,34035475,100.0,0,1,1,1,0,40.00138,116.38609,1,2,1.0,1,1,290,1,100,1,18,48,77,255,7,7,2019/4/22,97,10,10,10,10,10,9,1,0,0,1,0,1,0,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
16455,17714,34035903,100.0,0,1,1,1,0,39.93934,116.40111,0,2,1.0,1,1,166,1,35,1,0,16,45,46,7,7,2019/4/24,100,10,10,10,10,10,10,1,0,0,1,0,0,1,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
16456,17715,34037361,100.0,0,5,5,1,0,39.9344,116.51705,1,4,1.5,2,2,332,1,0,1,28,58,88,146,4,4,2019/4/28,100,10,10,10,10,10,10,1,0,0,2,2,0,0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
16457,17716,34038698,100.0,0,2,2,1,0,39.91884,116.45341,1,2,1.0,1,1,899,2,500,1,24,54,84,359,7,7,2019/4/28,100,10,10,10,10,10,10,1,0,0,2,2,0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
16458,17717,34038804,100.0,0,3,3,1,0,39.95715,116.40935,0,2,1.0,0,1,560,1,0,1,0,0,0,232,1,1,2019/4/24,100,10,10,10,10,10,10,0,0,0,3,3,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
16459,17718,34040533,100.0,0,2,2,1,0,40.38424000000001,115.98208999999999,0,8,2.0,3,3,678,1,0,1,28,58,88,363,1,1,2019/5/3,100,10,10,10,10,10,10,1,0,0,2,2,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
16460,17719,34042636,100.0,0,4,4,1,0,39.88267000000001,116.32937,0,2,1.0,1,1,311,1,0,1,26,56,86,361,3,3,2019/4/23,100,10,10,10,10,10,10,0,0,0,3,3,0,0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
16461,17720,34043461,100.0,0,5,5,1,0,40.156909999999996,117.07992,0,6,1.0,3,3,663,1,0,1,30,60,90,90,1,1,2019/5/4,100,10,10,10,10,10,10,1,0,0,5,5,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
16462,17721,34043540,100.0,0,1,1,1,0,40.40728,115.9495,0,10,2.0,4,4,2586,1,0,1,29,59,89,364,1,1,2019/5/3,100,10,10,10,10,10,10,1,0,0,1,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
16463,17723,34044073,100.0,0,2,2,1,1,39.92825,116.46878999999998,1,2,1.0,1,1,138,1,0,1,10,31,56,57,8,8,2019/4/29,98,10,10,10,10,10,10,1,0,0,2,0,2,0,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
16464,17724,34044108,94.0,0,4,4,1,0,39.98037,116.22498,1,6,1.0,2,3,401,1,0,1,30,59,89,364,2,2,2019/4/22,100,10,10,10,10,10,10,1,0,0,3,2,1,0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
16465,17725,34044760,100.0,1,9,9,1,0,39.9266,116.38004,0,2,1.0,1,1,159,1,0,1,27,57,87,88,2,2,2019/4/28,90,10,7,9,10,10,9,1,0,0,9,1,8,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
16466,17726,34044870,100.0,0,4,4,1,0,40.0738,116.36712,1,2,1.0,1,1,152,1,0,1,30,60,90,365,1,1,2019/5/14,100,8,8,10,10,10,8,1,0,0,3,0,3,0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
16467,17727,34044999,98.0,0,3,3,1,0,39.66825,116.31958999999999,0,4,1.0,2,2,221,1,0,1,21,51,81,171,2,2,2019/5/12,90,10,10,9,10,10,10,1,0,0,3,3,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
16468,17729,34045344,98.0,0,3,3,1,0,39.6702,116.3199,0,4,1.0,2,2,221,1,0,1,22,52,82,172,1,1,2019/5/2,100,10,8,10,10,10,10,1,0,0,3,3,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
16469,17730,34045885,100.0,0,3,3,1,0,39.93215,116.41434,0,3,1.0,1,3,297,1,0,1,25,48,78,138,4,4,2019/4/26,100,10,10,10,10,10,10,1,0,0,3,3,0,0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
16470,17731,34046769,100.0,1,12,12,1,1,39.94255,116.41909,0,2,1.0,1,1,498,1,0,1,14,43,73,74,10,10,2019/4/22,100,10,10,10,10,10,10,1,0,0,11,3,8,0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
16471,17732,34048444,100.0,0,10,10,1,0,39.7856,116.5014,1,3,1.0,1,2,325,1,0,1,23,53,83,358,1,1,2019/5/4,100,10,10,10,10,8,8,1,0,0,10,9,1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
16472,17733,34048760,100.0,1,2,2,1,0,39.93231,116.46323000000001,0,2,1.0,1,1,207,1,99,1,12,12,12,265,1,1,2019/5/9,100,10,10,10,10,10,10,1,0,0,2,0,2,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
16473,17734,34049400,100.0,1,9,9,1,0,39.92631,116.38089,0,1,1.0,1,1,131,1,0,1,26,56,86,87,2,2,2019/5/2,100,10,10,10,10,10,10,1,0,0,9,1,8,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
16474,17735,34049811,100.0,0,1,1,1,0,39.77098,116.58917,0,2,1.0,1,1,290,1,0,1,22,32,42,42,4,4,2019/5/2,100,10,10,10,10,10,10,1,0,0,1,1,0,0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
16475,17736,34050207,100.0,0,1,1,1,0,39.99439,116.50683000000001,1,2,1.0,1,1,262,1,0,2,0,7,7,86,2,2,2019/5/2,100,10,10,10,10,9,10,1,0,0,1,1,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
16476,17737,34050394,100.0,1,10,10,1,0,39.92457,116.61866,1,9,2.0,5,5,552,1,35,1,15,15,15,15,3,3,2019/4/29,100,9,10,10,10,9,10,1,0,0,10,3,7,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
16477,17738,34050479,100.0,1,9,9,1,0,39.926120000000004,116.38073,0,2,1.0,1,2,228,1,0,1,26,56,86,87,1,1,2019/5/19,100,10,10,10,10,10,10,1,0,0,9,1,8,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
16478,17739,34050565,100.0,0,11,11,1,0,39.959959999999995,116.44221,1,2,1.0,1,1,588,1,0,1,30,60,90,365,1,1,2019/4/26,100,10,10,10,10,10,10,1,0,0,1,1,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
16479,17740,34050952,100.0,0,2,2,1,0,40.43385,116.03868999999999,1,6,1.0,3,3,360,6,50,1,16,46,76,167,2,2,2019/5/4,100,10,10,10,10,10,10,1,0,0,2,2,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
16480,17741,34051102,100.0,0,2,2,1,0,39.81697,116.5889,1,2,1.0,1,1,283,1,0,2,30,60,90,365,1,1,2019/5/4,100,10,10,10,10,8,8,1,0,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
16481,17742,34051107,100.0,0,1,1,1,0,39.91387,116.4045,1,3,1.0,1,2,498,1,0,2,17,46,76,89,4,4,2019/4/25,100,10,10,10,10,10,10,1,0,0,1,0,1,0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
16482,17743,34051187,100.0,0,13,13,1,0,39.94359,116.42055,0,2,1.0,1,1,747,1,0,1,25,53,83,358,1,1,2019/5/3,100,10,10,10,10,10,8,1,0,0,13,2,11,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
16483,17744,34051358,100.0,0,7,7,1,0,40.05262000000001,116.30018999999999,0,2,1.0,1,1,325,1,0,1,29,59,89,364,2,2,2019/4/23,90,8,9,10,10,10,9,1,0,0,7,7,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
16484,17745,34051659,100.0,1,9,9,1,0,39.92654,116.51641000000001,0,4,2.0,2,2,297,1,0,1,28,58,88,356,2,2,2019/4/30,100,10,9,10,10,10,9,1,0,0,4,4,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
16485,17746,34051766,100.0,0,7,7,1,0,39.85216,116.3143,1,2,1.0,1,1,180,1,0,1,18,43,73,163,3,3,2019/4/30,100,10,10,10,10,9,10,1,0,0,7,3,4,0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
16486,17747,34051914,100.0,0,2,2,1,0,39.95252,116.3593,1,2,1.0,1,1,201,1,0,1,6,32,62,152,5,5,2019/4/23,100,10,10,10,10,10,10,1,0,0,2,0,2,0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
16487,17748,34052235,100.0,0,5,5,1,0,39.94101,116.42164,0,3,1.0,1,2,885,3,0,1,30,60,90,365,2,2,2019/5/3,100,10,10,10,10,10,10,1,0,0,5,4,1,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
16488,17749,34052737,100.0,0,1,1,1,0,39.89612,116.49885,0,1,1.0,1,1,69,1,0,1,25,55,85,176,1,1,2019/5/3,20,2,2,2,4,6,6,1,0,0,1,0,0,1,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
16489,17750,34052847,100.0,0,4,4,1,1,39.88914000000001,116.33379,1,6,1.0,2,3,367,1,0,3,20,31,31,171,2,2,2019/4/26,100,10,10,10,10,10,10,1,0,0,4,4,0,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
16490,17751,34053980,100.0,0,3,3,1,0,39.86854,116.30098000000001,1,4,1.0,2,2,525,4,0,1,10,16,46,136,4,4,2019/4/26,100,10,10,10,10,10,10,1,0,0,3,3,0,0,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
16491,17752,34054113,100.0,0,1,1,1,0,39.97589,116.40353999999999,1,4,1.0,2,2,595,1,0,2,20,50,80,81,2,2,2019/5/15,100,10,10,10,10,10,10,1,0,0,1,1,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
16492,17753,34054229,90.0,0,4,4,1,0,39.93428,116.51783999999999,0,4,2.0,2,2,456,1,0,1,27,57,87,178,1,1,2019/5/16,100,10,10,10,10,10,10,1,0,0,1,1,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
16493,17754,34054483,100.0,0,1,1,1,0,39.92221,116.41259,0,2,1.0,1,1,180,1,0,1,20,43,73,74,2,2,2019/4/29,100,10,10,10,10,10,10,1,0,0,1,0,0,1,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
16494,17755,34054884,100.0,1,27,27,1,0,39.90013,116.50173000000001,1,2,1.0,1,1,415,1,0,1,24,54,84,85,2,2,2019/4/28,100,10,10,10,10,10,10,1,0,0,27,27,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
16495,17756,34055476,100.0,0,1,1,1,0,39.89912,116.4697,0,2,1.0,1,1,463,1,0,1,19,49,79,170,1,1,2019/5/5,100,10,10,10,10,10,10,1,0,0,1,1,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
16496,17757,34056619,100.0,0,4,4,1,0,39.7129,116.31165,1,2,1.0,1,1,297,1,0,1,28,58,88,88,2,2,2019/4/30,100,10,10,10,10,10,10,1,0,0,4,4,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
16497,17758,34057013,100.0,0,1,1,1,0,39.97846,116.43181000000001,1,2,1.0,1,1,436,1,0,1,2,11,11,11,6,6,2019/4/25,100,10,10,10,10,10,10,1,0,0,1,1,0,0,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
16498,17759,34057190,100.0,0,3,3,1,0,40.1434,116.28294,1,2,1.0,1,1,421,1,0,1,27,57,87,362,1,1,2019/4/28,100,10,10,10,10,8,8,1,0,0,3,2,1,0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
16499,17760,34063523,100.0,0,17,17,1,0,39.92403,116.61738999999999,1,2,1.0,1,1,228,1,0,1,17,47,72,347,7,7,2019/5/5,100,10,10,10,10,10,10,1,0,0,17,5,12,0,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
16500,17761,34063534,100.0,0,7,7,1,0,40.64877,117.27072,1,2,1.0,1,1,270,1,100,1,30,60,90,91,1,1,2019/5/2,100,10,10,10,10,8,10,1,0,0,7,7,0,0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
16501,17762,34063599,100.0,0,7,7,1,0,40.36546,115.99486999999999,0,2,1.0,1,0,899,1,0,1,30,60,90,365,1,1,2019/4/30,100,10,10,10,10,10,10,1,0,0,7,4,3,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
16502,17763,34065147,98.0,0,10,10,1,0,39.92564,116.43796999999999,1,2,1.0,1,1,297,1,0,2,22,52,82,357,1,1,2019/5/8,40,6,2,6,2,8,6,1,0,0,9,7,2,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
16503,17764,34065213,100.0,0,1,1,1,0,39.86182,116.47911,0,3,1.0,1,3,387,1,0,1,15,15,15,15,1,1,2019/5/4,80,10,10,8,10,8,10,1,0,0,1,1,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
16504,17765,34065227,100.0,0,1,1,1,0,39.565329999999996,116.32467,0,12,2.0,4,8,1284,1,50,1,11,37,67,67,2,2,2019/5/2,100,10,10,10,10,10,10,1,0,0,1,1,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
16505,17766,34065504,100.0,0,4,4,1,0,39.9129,116.4875,0,4,1.0,1,2,512,2,66,1,30,60,90,365,1,1,2019/5/3,40,8,6,8,10,10,6,1,0,0,4,1,2,1,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
16506,17767,34065521,100.0,0,1,1,1,0,39.926359999999995,116.50005,0,2,1.0,1,1,173,1,0,1,4,4,4,4,2,2,2019/5/4,100,10,10,10,10,10,10,0,0,0,1,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
16507,17768,34065532,100.0,0,2,2,1,1,39.91341,116.469,1,2,1.0,1,1,249,3,80,1,28,58,88,363,2,2,2019/4/29,100,10,10,10,10,9,10,1,0,0,2,0,2,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
16508,17769,34065645,100.0,0,5,5,1,0,40.0105,116.34707,1,6,2.0,3,3,885,1,0,1,29,59,89,364,1,1,2019/5/4,100,10,10,10,10,10,10,1,0,0,5,3,2,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
16509,17770,34065750,100.0,0,2,2,1,0,40.12287,116.61327,0,2,1.0,0,1,366,1,0,1,30,60,90,365,1,1,2019/5/3,100,10,10,10,10,10,10,1,0,0,2,1,1,0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
16510,17771,34065790,100.0,0,17,17,1,0,40.25009,116.24198,0,8,1.0,4,8,3280,1,0,1,27,57,87,362,1,1,2019/5/2,100,10,10,10,10,8,10,1,0,0,17,11,6,0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
16511,17772,34065837,100.0,0,15,15,1,0,39.68793,116.31813999999999,0,4,1.0,0,2,387,1,0,1,30,60,90,365,1,1,2019/5/17,100,10,10,10,10,10,10,1,0,0,15,15,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
16512,17773,34065850,100.0,0,7,7,1,0,40.36575,115.99391999999999,0,2,1.0,1,2,277,1,0,1,27,38,38,38,1,1,2019/5/3,100,10,10,10,10,10,10,1,0,0,7,3,4,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
16513,17774,34065852,100.0,0,2,2,1,0,39.89249,116.37783,0,6,1.0,2,3,497,1,0,2,14,24,24,24,3,3,2019/5/1,100,10,8,10,10,9,10,1,0,0,2,1,1,0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
16514,17775,34065890,100.0,0,1,1,1,0,40.48202,116.04122,0,4,1.0,2,2,428,1,0,1,9,39,69,156,4,4,2019/4/30,100,10,10,10,10,10,10,1,0,0,1,0,1,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
16515,17776,34065895,100.0,0,3,3,1,0,40.1193,116.55918,0,6,2.0,3,3,483,1,0,1,30,60,90,365,2,2,2019/5/2,100,10,10,10,10,10,10,0,0,0,3,3,0,0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
16516,17777,34065905,100.0,0,16,16,1,0,39.83313,116.32783,0,2,1.0,1,1,359,1,0,1,30,60,90,365,1,1,2019/5/3,100,10,8,10,10,8,10,1,0,0,16,13,3,0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
16517,17778,34066277,100.0,0,1,1,1,0,39.92726,116.40191000000002,0,4,1.0,2,2,802,1,0,1,19,49,79,170,3,3,2019/4/28,93,9,10,10,10,10,9,1,0,0,1,1,0,0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
16518,17779,34066403,100.0,0,15,15,1,0,40.64886,117.4477,1,8,3.0,3,6,1291,1,0,1,30,60,90,365,2,2,2019/5/3,100,10,10,10,10,9,9,1,0,0,15,12,3,0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
16519,17780,34066431,57.0,0,4,4,1,0,39.91993,116.4604,0,2,1.0,1,1,325,1,0,3,29,59,89,90,1,1,2019/5/4,80,10,10,10,10,10,10,0,0,0,3,1,2,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
16520,17781,34066443,100.0,1,9,9,1,0,39.93282,116.42549,0,2,1.0,1,1,429,2,0,1,27,56,86,177,1,1,2019/5/19,100,10,10,10,10,10,8,1,0,0,9,5,4,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
16521,17782,34066541,100.0,0,4,4,1,0,39.89365,116.32954,0,1,1.0,1,1,97,1,0,1,24,53,83,83,3,3,2019/4/30,93,10,10,10,10,10,10,1,0,0,3,0,2,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
