,Unnamed: 0,id,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,is_location_exact,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,guests_included,extra_people,minimum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,first_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
0,0,44054,100%,0,9.0,9.0,1,0,3,39.89503,116.45163,1,0,9,2.0,3,4.0,0,816.00,6,69.00,1,17,34,64,339,90,20,2010-08-25,91.0,9.0,9.0,10.0,10.0,10.0,9.0,1,0,0,0,0,9,7,2,0,0.85
1,1,100213,,0,4.0,4.0,1,0,4,40.68434,117.17231,1,1,2,1.0,1,1.0,0,"1,203.00",1,0.00,1,0,0,0,0,2,0,2017-08-27,100.0,10.0,9.0,10.0,10.0,9.0,9.0,1,0,0,0,0,4,0,3,1,0.09
2,2,128496,100%,0,1.0,1.0,1,0,0,39.93213,116.422,0,0,3,2.0,2,3.0,0,401.00,2,104.00,3,12,21,28,61,263,13,2011-06-02,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,1,1,0,0,2.71
3,3,161902,100%,0,5.0,5.0,1,0,0,39.93357,116.43577,1,0,2,1.0,1,1.0,0,387.00,1,0.00,1,0,0,0,262,26,0,2011-08-31,77.0,8.0,7.0,9.0,9.0,9.0,8.0,1,0,0,0,0,5,5,0,0,0.28
4,4,162144,100%,0,5.0,5.0,1,0,3,39.93668,116.43798,1,0,4,1.0,1,2.0,0,553.00,1,0.00,1,16,43,73,348,37,2,2011-10-12,87.0,8.0,7.0,9.0,9.0,9.0,9.0,1,0,0,0,0,5,5,0,0,0.4
5,5,279078,78%,0,6.0,6.0,1,0,0,39.93958,116.43485,1,0,2,1.0,1,1.0,0,401.00,2,64.00,1,29,59,89,364,29,9,2012-02-11,82.0,8.0,8.0,8.0,8.0,9.0,8.0,1,0,1,0,1,6,5,1,0,0.33
6,6,282825,100%,1,2.0,2.0,1,1,3,39.93712,116.45089,1,0,4,2.0,2,3.0,0,657.00,2,0.00,3,0,0,18,24,110,18,2012-04-23,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,1,0,0,1,1,0,0,1.28
7,7,287026,100%,0,9.0,9.0,1,0,3,39.94115,116.44122,1,0,3,1.0,1,1.0,0,415.00,2,80.00,1,0,0,0,140,3,0,2011-12-23,100.0,9.0,7.0,7.0,9.0,8.0,8.0,0,0,2,0,0,9,8,1,0,0.03
8,8,287511,100%,0,9.0,9.0,1,0,3,39.94032,116.44227,1,0,3,1.0,1,1.0,0,415.00,2,80.00,1,0,0,0,0,37,0,2012-03-01,92.0,9.0,9.0,9.0,10.0,9.0,9.0,0,0,1,0,0,9,8,1,0,0.42
9,9,317195,78%,0,6.0,6.0,1,0,0,39.93946,116.43545,1,0,2,0.0,1,1.0,0,546.00,2,63.00,1,10,40,70,345,3,0,2013-09-04,60.0,7.0,7.0,5.0,7.0,8.0,7.0,1,0,2,0,1,6,5,1,0,0.04
10,10,322292,100%,0,9.0,9.0,1,0,3,39.93849,116.44066,1,0,2,1.0,1,1.0,0,436.00,2,100.00,1,0,0,2,277,11,0,2012-05-13,93.0,9.0,9.0,8.0,9.0,10.0,9.0,0,0,2,0,0,9,8,1,0,0.13
11,11,398784,100%,0,9.0,9.0,1,0,3,39.89403,116.44896,1,0,3,1.0,1,1.0,0,885.00,1,69.00,1,30,60,90,365,4,0,2014-04-13,95.0,10.0,10.0,10.0,10.0,9.0,9.0,0,0,0,0,0,9,7,2,0,0.06
12,12,445306,100%,0,1.0,1.0,1,1,0,39.91342,116.41837,1,0,6,1.0,2,2.0,0,934.00,4,104.00,1,11,38,66,332,158,24,2012-05-29,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0,0,0,1,1,0,0,1.86
13,13,456641,100%,0,9.0,9.0,1,0,3,39.93848,116.44248,1,0,3,1.0,1,1.0,0,436.00,2,100.00,1,0,0,0,0,8,0,2012-06-14,100.0,9.0,9.0,9.0,9.0,10.0,9.0,0,0,2,0,0,9,8,1,0,0.09
14,14,458561,100%,0,9.0,9.0,1,0,3,39.93967,116.44128,1,0,2,1.0,1,1.0,0,477.00,2,80.00,1,0,0,2,277,5,0,2012-08-13,95.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0,1,0,0,9,8,1,0,0.06
15,15,491280,100%,0,5.0,5.0,1,0,0,39.93516,116.43682,1,0,2,1.0,1,1.0,0,387.00,1,0.00,1,0,0,0,262,4,0,2013-10-13,75.0,7.0,9.0,8.0,9.0,8.0,8.0,1,0,0,0,0,5,5,0,0,0.06
16,16,498126,100%,0,9.0,9.0,1,0,3,39.94059,116.44175,1,0,2,1.0,1,1.0,0,415.00,2,80.00,2,0,0,0,0,15,0,2012-06-02,85.0,9.0,8.0,9.0,10.0,9.0,9.0,0,0,1,0,0,9,8,1,0,0.18
17,17,537674,100%,0,6.0,6.0,1,0,1,39.92412,116.37063,1,1,16,8.0,8,8.0,0,"8,900.00",1,200.00,1,30,60,90,365,11,1,2013-04-25,93.0,9.0,9.0,9.0,9.0,9.0,9.0,0,0,1,1,1,4,0,4,0,0.15
18,18,554123,100%,0,9.0,9.0,1,0,3,39.93879,116.4412,1,1,3,1.0,1,1.0,0,415.00,2,80.00,1,0,0,2,277,8,0,2012-08-05,90.0,9.0,9.0,10.0,9.0,9.0,9.0,0,0,1,0,0,9,8,1,0,0.1
19,19,627240,,0,1.0,1.0,1,0,2,39.94956,116.34887,1,1,1,2.0,1,1.0,1,408.00,1,0.00,1,24,48,78,353,1,0,2012-09-07,94.0,10.0,10.0,6.0,10.0,10.0,10.0,0,0,2,0,0,1,0,1,0,0.01
20,20,685820,100%,0,9.0,9.0,1,1,3,39.90133,116.48154,1,0,2,1.0,1,1.0,0,429.00,1,0.00,1,30,60,90,365,7,0,2015-09-21,91.0,9.0,10.0,10.0,10.0,10.0,10.0,0,0,1,0,1,9,9,0,0,0.16
21,21,732687,100%,1,1.0,1.0,1,0,0,39.85983,116.3892,0,0,2,1.0,1,1.0,0,311.00,2,0.00,12,3,3,3,276,24,2,2013-01-19,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0,0,0,1,1,0,0,0.31
22,22,762579,100%,1,1.0,1.0,1,1,2,39.94612,116.34326,0,0,7,2.0,3,3.0,0,"1,093.00",1,0.00,2,18,39,60,145,70,10,2012-12-31,97.0,10.0,9.0,10.0,10.0,9.0,10.0,0,0,1,0,0,1,1,0,0,0.9
23,23,824570,100%,0,9.0,9.0,1,1,3,39.89854,116.48338,1,0,2,1.0,1,1.0,0,408.00,1,0.00,1,30,60,90,365,2,0,2015-03-17,100.0,10.0,10.0,10.0,10.0,9.0,10.0,1,0,1,0,1,9,9,0,0,0.04
24,24,829407,93%,1,4.0,4.0,1,0,0,39.939,116.39128999999998,1,1,2,1.0,1,2.0,0,297.00,1,97.00,1,19,41,71,237,120,11,2013-02-10,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,2,1,1,4,0,4,0,1.57
25,25,851984,93%,1,4.0,4.0,1,0,0,39.93923,116.39094,1,1,1,1.0,1,1.0,0,270.00,1,0.00,2,11,27,57,332,111,6,2013-01-21,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,2,1,1,4,0,4,0,1.44
26,26,855090,93%,1,4.0,4.0,1,0,0,39.93946,116.39161,1,1,2,0.5,1,2.0,0,249.00,1,97.00,2,7,32,59,312,189,26,2013-02-02,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,2,1,1,4,0,4,0,2.47
27,27,873692,,0,4.0,4.0,1,0,4,40.68602,117.17304,1,1,2,1.0,1,2.0,0,678.00,4,0.00,1,0,0,0,0,4,0,2017-04-03,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,1,0,0,4,0,3,1,0.15
28,28,906434,,0,2.0,2.0,1,1,0,39.94632,116.39265,1,0,4,1.0,1,2.0,0,685.00,2,346.00,1,0,0,3,278,12,0,2013-07-27,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0,1,1,1,2,1,1,0,0.17
30,30,975146,100%,0,6.0,6.0,1,1,0,39.93994,116.42345,1,1,2,1.0,1,1.0,0,491.00,2,0.00,1,9,35,62,243,100,5,2013-05-19,94.0,9.0,9.0,10.0,10.0,10.0,9.0,1,0,1,1,1,5,0,5,0,1.37
31,31,1001527,100%,0,9.0,9.0,1,0,0,39.94012,116.43792,0,0,3,1.0,1,1.0,0,415.00,2,80.00,1,0,0,2,277,14,2,2013-04-23,86.0,9.0,9.0,9.0,9.0,9.0,9.0,0,0,2,0,0,9,8,1,0,0.19
32,32,1087381,78%,0,6.0,6.0,1,0,0,39.93795,116.43538999999998,0,0,2,1.0,1,1.0,0,560.00,2,64.00,1,0,28,58,333,19,0,2013-05-12,91.0,9.0,9.0,9.0,9.0,10.0,9.0,0,0,2,0,1,6,5,1,0,0.26
33,33,1115437,100%,1,2.0,2.0,1,0,3,39.90366,116.43564,1,0,4,1.0,2,3.0,0,705.00,3,100.00,1,29,59,89,364,203,23,2013-05-13,96.0,10.0,9.0,10.0,10.0,10.0,10.0,1,0,1,0,0,2,2,0,0,2.77
34,34,1124875,100%,1,1.0,1.0,1,0,2,39.92637,116.25927,0,1,2,2.0,1,1.0,0,159.00,1,35.00,1,0,0,8,8,79,7,2013-07-25,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,2,0,0,1,0,1,0,1.11
35,35,1160338,100%,0,5.0,5.0,1,1,3,39.91731,116.45479,1,0,4,2.0,2,2.0,0,968.00,4,265.00,1,0,0,0,0,33,0,2016-03-22,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0,0,1,4,4,0,0,0.86
36,36,1160910,100%,0,6.0,6.0,1,1,0,39.91901,116.41932,1,1,8,4.0,1,8.0,0,498.00,1,400.00,1,29,59,89,364,8,0,2015-12-30,95.0,9.0,10.0,10.0,9.0,9.0,9.0,0,0,0,1,1,5,0,5,0,0.19
37,37,1165040,100%,0,6.0,6.0,1,1,0,39.92155,116.42247,1,1,2,1.0,1,1.0,0,138.00,1,0.00,1,30,60,90,365,12,1,2016-12-31,90.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0,0,1,1,5,0,5,0,0.41
38,38,1165067,100%,0,6.0,6.0,1,1,0,39.9208,116.42047,1,1,2,1.0,1,1.0,0,505.00,2,380.00,1,30,60,90,365,36,2,2014-01-04,94.0,10.0,10.0,9.0,10.0,10.0,9.0,0,0,1,1,1,5,0,5,0,0.55
39,39,1198579,100%,0,4.0,4.0,1,0,0,39.92088,116.42236,1,1,2,1.0,1,1.0,0,595.00,1,0.00,1,30,60,90,365,1,0,2018-01-18,100.0,6.0,10.0,10.0,10.0,8.0,10.0,1,0,0,0,0,4,0,4,0,0.06
40,40,1199365,100%,1,1.0,1.0,1,1,3,39.91924,116.44387,0,0,2,1.0,1,1.0,0,449.00,1,69.00,2,1,22,52,327,90,12,2013-09-07,94.0,10.0,9.0,10.0,10.0,10.0,9.0,0,0,1,0,1,1,1,0,0,1.3
41,41,1237187,100%,0,9.0,9.0,1,0,3,39.89485,116.45172,1,0,9,2.0,3,4.0,0,885.00,6,69.00,1,20,50,80,355,48,21,2013-09-16,88.0,9.0,9.0,9.0,9.0,9.0,9.0,1,0,0,0,0,9,7,2,0,0.69
42,42,1276777,100%,0,9.0,9.0,1,0,3,39.89504,116.45131,1,0,11,2.0,3,5.0,0,761.00,6,69.00,1,24,47,77,327,67,30,2013-11-06,93.0,10.0,9.0,10.0,10.0,10.0,10.0,1,0,1,0,0,9,7,2,0,0.99
43,43,1285333,100%,0,7.0,7.0,1,1,3,39.99381,116.49936,1,1,1,0.5,1,1.0,0,256.00,1,50.00,2,30,60,90,365,23,0,2013-07-09,89.0,9.0,9.0,9.0,10.0,9.0,9.0,0,0,1,0,0,6,4,2,0,0.32
44,44,1302948,100%,0,4.0,4.0,1,0,0,39.92062,116.42054,1,1,2,1.0,1,2.0,0,712.00,1,0.00,1,30,60,90,365,2,0,2016-03-30,60.0,8.0,8.0,10.0,8.0,8.0,6.0,1,0,0,0,0,4,0,4,0,0.05
45,45,1303113,100%,0,4.0,4.0,1,0,0,39.92051,116.42229,1,1,2,1.0,1,1.0,0,982.00,1,0.00,1,30,60,90,365,2,0,2015-04-22,70.0,7.0,7.0,8.0,8.0,8.0,7.0,0,0,0,0,0,4,0,4,0,0.04
46,46,1303170,100%,0,4.0,4.0,1,0,0,39.92104000000001,116.42078,1,1,3,1.0,1,1.0,0,"1,155.00",1,0.00,1,30,60,90,365,1,0,2017-08-01,80.0,8.0,10.0,10.0,8.0,6.0,6.0,1,0,0,0,0,4,0,4,0,0.05
47,47,1325945,100%,0,7.0,7.0,1,1,3,39.99212,116.4987,1,1,2,1.0,1,1.0,0,297.00,1,0.00,2,30,60,90,365,18,3,2013-09-30,82.0,8.0,8.0,9.0,9.0,9.0,8.0,0,0,1,0,0,6,4,2,0,0.26
48,48,1484562,100%,0,1.0,1.0,1,1,3,39.92575,116.52235,1,1,1,1.0,1,1.0,0,124.00,1,130.00,1,5,19,49,324,20,2,2016-02-26,91.0,9.0,10.0,10.0,9.0,9.0,9.0,0,0,0,0,0,1,0,1,0,0.51
49,49,1521874,100%,0,1.0,1.0,1,1,3,39.94829,116.49684,0,1,1,0.5,1,1.0,0,166.00,1,150.00,2,7,37,67,342,8,0,2017-08-20,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,1,0,0,1,0,1,0,0.37
50,50,1543047,93%,1,4.0,4.0,1,0,0,39.93793,116.39264,1,1,1,1.0,1,1.0,0,290.00,1,0.00,2,23,25,26,274,59,3,2013-09-26,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,2,1,1,4,0,4,0,0.86
51,51,1635589,100%,0,1.0,1.0,1,0,3,40.00121,116.4836,0,1,1,1.0,1,1.0,0,200.00,1,100.00,2,27,44,44,308,3,0,2013-10-25,93.0,9.0,8.0,9.0,10.0,9.0,9.0,0,0,2,1,1,1,0,1,0,0.04
52,52,1642183,100%,1,4.0,4.0,1,1,3,39.92164,116.48291,0,1,2,1.0,1,1.0,0,498.00,1,50.00,10,0,19,49,324,24,5,2016-07-09,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,4,1,3,0,0.69
53,53,1643534,100%,1,1.0,1.0,1,0,3,39.88122,116.44044,1,0,3,1.0,1,2.0,0,373.00,2,75.00,2,2,22,52,304,53,9,2013-10-08,92.0,9.0,9.0,10.0,10.0,9.0,9.0,0,0,0,0,0,1,1,0,0,0.77
54,54,1661849,100%,0,6.0,6.0,1,0,1,39.92553,116.36991,0,1,3,1.0,1,2.0,0,761.00,1,0.00,1,25,55,85,360,18,1,2014-11-08,96.0,10.0,9.0,10.0,10.0,9.0,9.0,0,0,1,1,1,4,0,4,0,0.33
55,55,1694369,100%,0,2.0,2.0,1,0,0,39.89326,116.43438,0,0,6,1.0,2,4.0,0,677.00,4,69.00,4,29,59,89,364,13,0,2014-05-16,91.0,10.0,9.0,10.0,9.0,9.0,9.0,0,0,0,0,0,2,2,0,0,0.21
56,56,1777848,100%,0,1.0,1.0,1,0,3,39.97983,116.49724,1,0,3,2.0,2,2.0,0,497.00,1,0.00,3,0,4,34,309,15,3,2014-06-23,93.0,10.0,9.0,9.0,9.0,9.0,9.0,1,0,2,0,0,1,1,0,0,0.25
58,58,1784379,100%,1,6.0,6.0,1,1,2,39.956,116.30165,1,1,1,0.5,1,1.0,0,159.00,1,69.00,1,0,17,40,130,117,26,2014-02-13,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,3,2,1,0,1.82
59,59,1787002,100%,1,1.0,1.0,1,1,0,39.9406,116.42196,0,1,2,1.0,1,1.0,0,201.00,2,200.00,3,27,53,83,358,98,32,2014-05-17,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,1,0,0,1,0,1,0,1.61
60,60,1787751,100%,0,5.0,5.0,1,0,0,39.93601,116.43684,0,0,4,1.0,1,2.0,0,553.00,1,0.00,1,16,43,73,348,14,0,2014-04-16,78.0,8.0,7.0,9.0,9.0,9.0,8.0,1,0,0,0,0,5,5,0,0,0.23
61,61,1834479,100%,1,3.0,3.0,1,1,3,39.89265,116.60724,1,1,2,1.0,1,1.0,0,118.00,1,0.00,2,0,1,1,1,10,1,2014-06-09,90.0,9.0,9.0,10.0,10.0,9.0,9.0,1,0,1,0,0,3,0,3,0,0.17
62,62,1834587,100%,1,3.0,3.0,1,1,3,39.98808,116.50903,1,1,2,1.0,1,1.0,0,118.00,1,0.00,2,0,0,0,0,7,1,2016-07-28,86.0,8.0,9.0,9.0,9.0,8.0,9.0,1,0,1,0,0,3,0,3,0,0.2
63,63,1837260,100%,0,5.0,5.0,1,0,3,39.90384,116.57642,0,1,2,1.0,1,1.0,0,131.00,1,0.00,2,21,45,45,45,32,8,2014-06-10,91.0,10.0,9.0,10.0,10.0,8.0,9.0,0,0,1,0,0,5,0,5,0,0.53
64,64,1900447,,0,1.0,1.0,1,1,0,39.92277,116.40404,0,0,5,1.0,3,3.0,0,899.00,1,0.00,2,0,0,0,0,26,0,2013-12-31,93.0,10.0,9.0,10.0,10.0,10.0,9.0,1,0,1,0,0,1,1,0,0,0.4
65,65,1941773,100%,0,3.0,3.0,1,0,2,39.97832,116.33714,0,0,2,1.0,1,1.0,0,367.00,16,50.00,1,12,28,58,333,1,1,2019-05-04,80.0,8.0,8.0,10.0,10.0,10.0,10.0,0,0,2,0,0,3,3,0,0,1.0
66,66,1941997,100%,0,3.0,3.0,1,0,2,39.98047,116.33857,0,0,3,1.0,1,2.0,0,408.00,3,0.00,1,30,60,90,365,6,1,2017-10-07,96.0,9.0,9.0,10.0,10.0,10.0,10.0,0,0,2,0,0,3,3,0,0,0.3
67,67,2022824,78%,0,6.0,6.0,1,0,0,39.93856,116.43458,1,0,2,1.0,0,1.0,0,394.00,2,63.00,1,27,57,87,362,44,16,2014-11-21,88.0,9.0,8.0,9.0,9.0,9.0,9.0,1,0,2,0,1,6,5,1,0,0.8
68,68,2029856,100%,0,3.0,3.0,1,0,2,39.97752,116.33968,0,0,3,1.0,1,2.0,0,387.00,1,0.00,10,30,60,90,365,1,0,2017-08-06,100.0,8.0,8.0,10.0,10.0,10.0,8.0,0,0,1,0,0,3,3,0,0,0.05
69,69,2077431,100%,1,1.0,1.0,1,1,0,39.92176,116.42238,0,0,4,1.0,2,3.0,0,284.00,2,104.00,3,1,6,13,210,54,11,2014-02-09,94.0,9.0,10.0,10.0,10.0,10.0,9.0,0,0,1,0,0,1,1,0,0,0.84
70,70,2095350,67%,0,2.0,2.0,1,1,3,39.89905,116.45213,1,1,1,1.5,1,1.0,0,311.00,1,104.00,2,30,60,90,365,1,0,2017-07-02,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,2,0,0,2,0,2,0,0.04
71,71,2098657,100%,0,1.0,1.0,1,0,3,39.93686,116.45738,0,0,2,1.0,1,1.0,0,449.00,1,0.00,5,26,40,58,59,13,4,2015-08-03,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,1,0,0,1,1,0,0,0.28
73,73,2229512,100%,0,1.0,1.0,1,1,2,39.89587,116.30751,0,1,5,2.0,3,3.0,0,200.00,1,99.00,2,29,59,89,89,77,1,2014-07-23,94.0,9.0,9.0,10.0,10.0,9.0,9.0,0,0,0,0,0,1,0,1,0,1.31
75,75,2432965,100%,0,11.0,11.0,1,0,3,39.94102,116.44019,0,0,2,1.0,1,1.0,0,401.00,1,0.00,1,19,49,79,354,37,9,2014-08-18,92.0,9.0,9.0,10.0,10.0,9.0,9.0,1,0,0,0,0,11,11,0,0,0.64
76,76,2433033,100%,0,11.0,11.0,1,0,3,39.94019,116.44458,1,0,2,1.0,1,1.0,0,401.00,1,0.00,1,19,49,79,354,54,16,2014-07-04,89.0,9.0,9.0,9.0,10.0,9.0,9.0,1,0,0,0,0,11,11,0,0,0.91
77,77,2433122,100%,0,11.0,11.0,1,0,3,39.94138,116.44197,0,0,3,1.0,1,1.0,0,498.00,1,0.00,1,19,49,79,354,24,3,2015-06-11,93.0,10.0,9.0,9.0,9.0,10.0,9.0,1,0,0,0,0,11,11,0,0,0.5
78,78,2540862,100%,0,1.0,1.0,1,1,0,39.94728,116.41085,1,0,5,2.5,3,3.0,0,"1,245.00",5,173.00,3,28,58,88,363,35,4,2014-05-04,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,1,0,0,1,1,0,0,0.57
79,79,2556768,80%,1,2.0,2.0,1,0,6,40.37722,116.53817,0,1,6,2.5,2,2.0,0,"1,899.00",1,0.00,1,27,57,87,362,43,13,2017-04-30,100.0,10.0,10.0,10.0,10.0,10.0,9.0,1,0,1,0,0,1,0,1,0,1.71
80,80,2560741,,0,1.0,1.0,1,0,3,40.02132,116.4321,0,0,2,1.0,1,1.0,0,297.00,1,0.00,3,0,0,30,305,1,0,2014-05-03,80.0,10.0,6.0,10.0,10.0,10.0,8.0,1,0,2,0,0,1,1,0,0,0.02
81,81,2634250,75%,0,2.0,2.0,1,0,3,39.97475,116.48242,0,0,6,3.0,3,3.0,0,"1,487.00",1,0.00,5,29,59,89,364,4,1,2017-05-13,100.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0,2,0,0,2,1,1,0,0.16
82,82,2717860,100%,0,2.0,2.0,1,1,5,40.09031,116.56315,1,0,6,1.0,3,6.0,0,283.00,1,70.00,1,30,59,89,364,91,0,2014-09-02,89.0,9.0,8.0,10.0,10.0,9.0,9.0,0,0,1,0,0,2,2,0,0,1.58
83,83,2719982,100%,0,2.0,2.0,1,1,5,40.07707,116.5684,0,0,2,1.0,1,1.0,0,283.00,1,70.00,1,28,58,88,363,41,0,2014-10-01,82.0,9.0,8.0,10.0,9.0,8.0,8.0,0,0,1,0,0,2,2,0,0,0.73
84,84,2779504,100%,0,9.0,9.0,1,0,3,39.89524,116.45179,1,0,11,2.0,3,5.0,0,"1,037.00",6,69.00,1,28,58,88,363,38,17,2015-03-09,90.0,9.0,9.0,9.0,10.0,9.0,9.0,1,0,0,0,0,9,7,2,0,0.74
85,85,2779901,100%,0,9.0,9.0,1,0,3,39.89392,116.45123999999998,1,0,9,2.0,3,4.0,0,844.00,6,69.00,1,30,60,90,365,58,7,2014-11-02,89.0,9.0,9.0,9.0,10.0,9.0,9.0,1,0,0,0,0,9,7,2,0,1.05
86,86,2797791,100%,0,2.0,2.0,1,0,6,40.47275,116.54455,0,0,10,1.0,3,3.0,0,953.00,4,200.00,1,25,55,85,360,48,13,2014-05-03,92.0,9.0,8.0,10.0,10.0,10.0,8.0,0,0,1,0,0,1,1,0,0,0.78
87,87,2834282,100%,0,2.0,2.0,1,1,2,40.00554,116.34342,0,1,1,1.0,1,1.0,0,166.00,1,0.00,1,19,49,79,354,14,2,2014-08-05,90.0,9.0,9.0,9.0,10.0,10.0,10.0,0,0,2,0,0,1,0,1,0,0.24
89,89,2989696,100%,0,2.0,2.0,1,0,2,39.99312000000001,116.31588,1,1,1,1.0,1,1.0,0,297.00,1,80.00,2,28,30,30,30,4,0,2016-06-19,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,2,1,1,1,0,1,0,0.11
90,90,3015545,100%,0,7.0,7.0,1,1,7,40.07033,116.4258,0,1,2,1.0,1,1.0,0,166.00,1,8.00,1,30,60,90,365,3,1,2017-01-01,87.0,9.0,9.0,8.0,8.0,8.0,8.0,0,0,0,0,0,5,2,2,1,0.1
91,91,3069570,50%,0,1.0,1.0,1,0,5,40.08659,116.73716,0,0,5,3.0,4,5.0,0,953.00,1,0.00,3,23,53,83,358,1,0,2015-06-12,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,1,1,0,0,0.02
92,92,3077753,,0,1.0,1.0,1,1,3,39.95026,116.46785,0,0,2,1.0,1,1.0,0,249.00,1,35.00,2,0,0,0,0,3,0,2015-12-04,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,1,1,0,0,0.07
93,93,3097388,20%,0,1.0,1.0,1,1,3,39.92787,116.46037,0,0,3,1.0,1,1.0,0,588.00,1,0.00,3,28,58,88,363,2,0,2014-06-23,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,1,0,0,1,1,0,0,0.03
94,94,3105131,100%,1,1.0,1.0,1,1,0,39.91508,116.40774,0,0,2,1.0,1,1.0,0,422.00,2,88.00,4,4,13,21,241,170,39,2014-06-28,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,1,0,0,1,1,0,0,2.85
95,95,3114942,,0,1.0,1.0,1,1,3,39.93485,116.46343,0,0,3,0.0,2,2.0,0,"1,501.00",1,0.00,7,23,53,83,84,1,0,2018-04-29,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,1,1,0,0,0.08
97,97,3139576,67%,0,1.0,1.0,1,0,8,39.82466,116.55588,0,1,2,1.0,1,1.0,0,200.00,1,0.00,2,29,59,89,364,3,0,2017-07-19,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,1,0,0,1,0,1,0,0.13
98,98,3200395,100%,0,9.0,9.0,1,0,3,39.89394,116.4503,1,0,9,2.0,3,4.0,0,885.00,6,69.00,1,24,54,84,359,76,12,2014-07-14,88.0,9.0,9.0,10.0,10.0,10.0,9.0,1,0,0,0,0,9,7,2,0,1.29
101,101,3243363,100%,1,2.0,2.0,1,1,2,39.95691,116.30551,0,1,1,1.0,1,1.0,0,159.00,1,60.00,2,0,1,12,12,37,11,2016-12-07,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,1,0,0,2,0,2,0,1.24
102,102,3371149,90%,0,2.0,2.0,1,0,1,39.87509,116.37138,1,0,6,1.0,3,3.0,0,698.00,6,100.00,2,30,60,79,170,39,6,2016-02-13,83.0,9.0,8.0,9.0,9.0,9.0,9.0,0,0,1,0,0,1,1,0,0,0.98
103,103,3387246,100%,0,6.0,6.0,1,1,3,39.91005,116.5776,0,0,2,1.0,1,1.0,0,338.00,1,39.00,1,30,60,90,365,18,2,2014-10-09,95.0,9.0,9.0,10.0,10.0,9.0,9.0,1,0,1,1,0,6,6,0,0,0.32
104,104,3389315,86%,0,4.0,4.0,1,1,6,40.44715,116.44703,0,0,8,1.0,3,4.0,0,"1,498.00",1,0.00,2,29,59,89,89,28,5,2014-07-28,93.0,9.0,9.0,10.0,10.0,10.0,9.0,0,0,0,0,0,2,2,0,0,0.48
105,105,3416332,100%,0,1.0,1.0,1,1,2,40.04543,116.29498,0,1,1,1.0,1,1.0,0,311.00,1,0.00,1,0,0,0,221,7,0,2015-01-13,93.0,9.0,9.0,10.0,10.0,9.0,9.0,0,0,2,0,0,1,0,1,0,0.13
106,106,3429464,100%,0,2.0,2.0,1,0,3,39.92102,116.58759,1,0,8,1.0,3,4.0,0,987.00,5,100.00,2,0,0,4,225,1,0,2014-07-18,83.0,6.0,10.0,10.0,10.0,6.0,8.0,0,0,1,0,0,2,2,0,0,0.02
108,108,3518354,100%,1,1.0,1.0,1,1,3,39.9234,116.50636000000002,0,1,2,1.0,1,1.0,0,263.00,1,0.00,1,30,60,90,365,26,6,2014-10-04,92.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0,2,0,0,1,0,1,0,0.46
