,Unnamed: 0,id,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,is_location_exact,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,guests_included,extra_people,minimum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,first_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
17231,17231,29709705,100%,0,4.0,4.0,1,0,4,40.65545,117.27813,1,0,4,2.0,2,2.0,0,761.00,4,60.00,1,24,35,35,35,3,3,2019-04-06,93.0,10.0,9.0,10.0,10.0,9.0,9.0,0,0,1,0,0,4,3,1,0,1.96
17232,17232,29710079,100%,0,10.0,10.0,1,0,8,39.91828,116.6558,1,0,3,1.5,1,2.0,0,436.00,1,0.00,1,30,60,90,91,1,1,2019-04-07,100.0,10.0,10.0,10.0,10.0,10.0,8.0,0,0,0,0,0,5,5,0,0,0.67
17233,17233,29710884,100%,1,12.0,12.0,1,1,3,39.92464,116.45839,1,0,4,1.5,2,2.0,0,519.00,1,0.00,2,6,29,59,150,45,45,2018-11-02,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,1,0,0,10,3,7,0,6.72
17236,17236,29712427,100%,0,18.0,18.0,1,1,0,39.90281,116.40574,1,0,4,1.0,2,2.0,0,698.00,1,0.00,1,21,47,75,345,8,8,2018-12-24,98.0,10.0,9.0,10.0,10.0,10.0,10.0,1,0,2,0,0,18,18,0,0,1.61
17237,17237,29712689,100%,1,4.0,4.0,1,0,3,39.90693,116.57629,0,1,2,1.0,1,1.0,0,338.00,1,0.00,1,5,31,58,333,2,2,2018-11-12,90.0,9.0,9.0,10.0,9.0,8.0,9.0,1,0,2,0,0,4,1,3,0,0.31
17238,17238,29712737,100%,1,13.0,13.0,1,0,3,39.9169,116.45579,1,0,2,1.5,1,1.0,0,"1,155.00",2,300.00,2,0,0,0,0,5,5,2018-11-09,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,1,0,0,12,12,0,0,0.77
17240,17240,29713301,100%,0,8.0,8.0,1,1,3,39.95692,116.45896,1,0,2,1.0,1,1.0,0,685.00,1,0.00,3,30,60,90,365,2,2,2019-01-14,90.0,8.0,9.0,9.0,10.0,9.0,7.0,1,0,1,0,0,7,7,0,0,0.47
17243,17243,29715400,100%,1,8.0,8.0,1,0,5,40.10705,116.55328,0,1,2,1.0,1,1.0,0,166.00,1,0.00,1,30,60,90,90,4,4,2019-01-01,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,8,0,8,0,0.85
17244,17244,29715525,100%,0,16.0,16.0,1,1,3,39.91986,116.43124,1,0,6,1.0,2,2.0,0,"1,100.00",4,60.00,1,25,51,81,356,22,22,2018-11-06,93.0,9.0,9.0,9.0,9.0,9.0,9.0,1,0,0,0,0,16,8,8,0,3.35
17245,17245,29715575,100%,1,8.0,8.0,1,0,5,40.1041,116.54301,0,1,2,1.0,1,1.0,0,200.00,1,0.00,1,30,60,90,180,9,9,2019-01-11,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,8,0,8,0,2.05
17249,17249,29716551,70%,0,2.0,2.0,1,0,2,39.97353,116.30385,1,0,2,1.0,1,1.0,0,636.00,1,0.00,1,24,35,53,55,2,2,2019-01-02,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,2,2,0,0,0.43
17250,17250,29717310,100%,0,40.0,40.0,1,0,0,39.91995,116.40694,1,0,4,1.0,2,1.0,0,"1,998.00",1,50.00,1,19,46,76,167,1,1,2019-02-02,80.0,10.0,10.0,10.0,10.0,10.0,8.0,0,0,1,0,0,33,32,1,0,0.28
17252,17252,29717664,100%,1,13.0,13.0,1,1,1,39.89384,116.3342,0,0,4,1.0,1,2.0,0,497.00,4,0.00,1,23,53,76,351,13,13,2018-11-12,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,1,0,0,13,13,0,0,2.03
17257,17257,29719041,70%,0,2.0,2.0,1,0,2,39.97695,116.30903,1,0,4,1.0,1,2.0,0,816.00,1,0.00,1,8,8,8,8,2,2,2018-11-17,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,2,2,0,0,0.32
17258,17258,29719258,97%,1,29.0,29.0,1,0,3,39.97155,116.48136,0,0,4,1.0,2,2.0,0,498.00,1,0.00,1,22,52,82,173,3,3,2019-03-26,100.0,10.0,10.0,9.0,9.0,9.0,9.0,0,0,1,0,0,29,29,0,0,1.58
17261,17261,29721635,100%,0,2.0,2.0,1,0,3,39.91903,116.46967,0,0,4,1.0,2,2.0,0,602.00,1,0.00,1,19,49,79,80,1,1,2019-03-17,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,2,2,0,0,0.45
17262,17262,29721983,100%,0,8.0,8.0,1,0,0,39.94202,116.39851000000002,1,0,3,1.0,1,2.0,0,456.00,1,0.00,1,21,51,81,82,15,15,2018-11-25,93.0,9.0,9.0,9.0,10.0,9.0,9.0,1,0,2,0,0,8,8,0,0,2.53
17263,17263,29722096,,0,2.0,2.0,1,0,0,39.94769,116.40207,0,1,2,1.0,2,2.0,0,297.00,1,0.00,2,0,0,0,0,6,6,2018-11-04,90.0,10.0,9.0,10.0,10.0,10.0,10.0,1,0,2,0,0,2,0,2,0,0.9
17265,17265,29725535,100%,1,1.0,1.0,1,1,5,40.08621,116.54179,0,1,2,1.0,1,1.0,0,159.00,2,200.00,1,14,41,71,71,49,49,2018-11-11,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,2,0,0,1,0,1,0,7.62
17266,17266,29726388,100%,0,3.0,3.0,1,0,3,39.97813,116.41807,0,0,2,1.0,0,1.0,0,470.00,1,0.00,1,0,9,18,293,5,5,2018-11-26,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0,1,0,0,3,1,2,0,0.85
17267,17267,29726692,100%,0,1.0,1.0,1,0,10,39.76968,116.21221,1,1,2,1.0,1,1.0,0,152.00,1,0.00,1,0,0,0,78,8,8,2018-11-17,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,1,0,1,0,1.28
17269,17269,29727549,100%,1,7.0,7.0,1,0,3,39.90646,116.56916,1,1,2,1.0,1,1.0,0,373.00,1,0.00,1,27,57,87,87,5,5,2018-12-12,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,7,1,6,0,0.93
17273,17273,29727916,100%,0,22.0,22.0,1,0,3,39.91491,116.43302,1,0,4,1.0,1,2.0,0,636.00,1,0.00,1,29,59,62,62,1,1,2019-01-01,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,2,0,0,22,22,0,0,0.21
17275,17275,29728074,100%,1,3.0,3.0,1,0,0,39.93277,116.42338,0,0,2,1.0,1,1.0,0,401.00,2,100.00,1,6,7,7,57,8,8,2019-03-03,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,3,2,1,0,3.0
17277,17277,29729024,100%,1,7.0,7.0,1,0,3,39.90505,116.56796,1,1,4,1.0,2,2.0,0,677.00,1,80.00,1,27,57,87,87,5,5,2018-11-11,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,7,1,6,0,0.78
17279,17279,29729347,0%,0,1.0,1.0,1,0,12,40.53851,116.09557,0,0,8,3.0,4,5.0,0,"1,203.00",1,0.00,1,0,0,0,0,2,2,2019-01-01,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,1,1,0,0,0.43
17280,17280,29729449,100%,1,7.0,7.0,1,0,3,39.90459,116.56763,1,1,2,1.0,1,1.0,0,290.00,1,80.00,1,28,58,88,88,1,1,2018-12-18,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,7,1,6,0,0.19
17281,17281,29729599,100%,1,7.0,7.0,1,0,3,39.9057,116.56917,1,1,7,1.0,2,4.0,0,587.00,1,0.00,1,29,59,89,89,1,1,2019-05-03,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,7,1,6,0,1.0
17282,17282,29733973,100%,0,10.0,10.0,1,0,3,39.87078,116.45169,0,1,2,1.0,1,1.0,0,180.00,1,0.00,1,30,60,90,365,1,1,2018-12-02,60.0,8.0,6.0,10.0,10.0,10.0,6.0,1,0,0,0,0,10,7,2,1,0.18
17283,17283,29738588,100%,0,7.0,7.0,1,0,3,39.92691,116.49794,0,0,3,1.0,1,2.0,0,256.00,2,50.00,1,27,57,87,362,1,1,2019-05-05,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0,0,0,6,6,0,0,1.0
17285,17285,29740150,100%,1,17.0,17.0,1,1,3,39.89692,116.46295,1,0,10,2.0,3,5.0,0,"1,286.00",1,0.00,1,29,59,89,90,9,9,2018-11-03,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,1,0,0,17,17,0,0,1.35
17286,17286,29740517,80%,0,6.0,6.0,1,0,8,39.7611,116.55817,0,1,2,1.0,1,1.0,0,104.00,1,0.00,1,30,60,90,365,1,1,2019-02-07,40.0,2.0,6.0,6.0,8.0,2.0,6.0,1,0,2,0,0,6,3,2,1,0.29
17287,17287,29741218,100%,1,1.0,1.0,1,0,3,39.92775,116.58246,1,1,2,1.0,1,1.0,0,166.00,1,0.00,1,25,55,85,97,17,17,2018-11-21,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,1,0,0,1,0,1,0,2.79
17288,17288,29741310,100%,1,3.0,3.0,1,0,2,40.00376,116.35043,0,1,2,1.0,1,1.0,0,270.00,1,0.00,1,26,50,80,81,28,28,2018-11-16,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,3,1,1,1,4.49
17289,17289,29741550,80%,0,6.0,6.0,1,0,8,39.76248,116.55841,0,0,2,1.0,0,1.0,0,180.00,1,0.00,1,28,58,88,363,1,1,2018-11-16,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,6,3,2,1,0.16
17290,17290,29741579,100%,0,38.0,38.0,1,0,3,39.9197,116.55662,1,0,2,1.0,1,2.0,0,200.00,1,0.00,1,27,57,87,362,4,4,2018-11-24,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,38,38,0,0,0.67
17293,17293,29742280,80%,0,6.0,6.0,1,0,8,39.76068,116.55974,0,2,2,1.0,1,1.0,0,90.00,1,0.00,1,30,60,90,365,2,2,2018-11-08,90.0,9.0,9.0,8.0,10.0,7.0,9.0,1,0,2,0,0,6,3,2,1,0.31
17295,17295,29743204,100%,0,1.0,1.0,1,0,11,39.75521,116.32655,0,0,4,1.0,2,2.0,0,428.00,1,0.00,1,30,60,90,365,1,1,2018-12-18,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,1,0,0,1,1,0,0,0.19
17301,17301,29744848,100%,0,4.0,4.0,1,0,5,40.07478,116.56904,0,0,4,1.0,2,2.0,0,401.00,1,0.00,1,29,58,88,178,5,5,2018-12-24,100.0,10.0,10.0,10.0,10.0,9.0,9.0,1,0,2,0,0,4,4,0,0,1.0
17303,17303,29745220,100%,0,5.0,5.0,1,0,0,39.90858,116.40922,0,0,2,2.0,1,1.0,0,989.00,1,0.00,1,30,60,90,91,3,3,2018-11-18,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,5,3,2,0,0.49
17304,17304,29745374,100%,0,40.0,40.0,1,0,0,39.89968,116.40713,1,0,4,1.0,2,2.0,0,"1,998.00",4,50.00,1,10,26,53,128,2,2,2019-02-16,90.0,10.0,9.0,9.0,10.0,10.0,10.0,0,0,1,0,0,33,32,1,0,0.63
17308,17308,29746342,100%,0,7.0,7.0,1,0,2,40.00072,116.35388,0,0,2,1.0,1,1.0,0,498.00,1,0.00,2,18,35,35,116,4,4,2018-12-17,85.0,9.0,9.0,9.0,9.0,9.0,9.0,1,0,1,0,0,7,7,0,0,0.77
17309,17309,29746928,100%,0,12.0,12.0,1,0,1,39.93718,116.37389,0,1,2,1.0,1,1.0,0,761.00,1,50.00,1,30,60,90,103,2,2,2018-11-16,100.0,10.0,9.0,10.0,10.0,10.0,10.0,1,0,1,0,0,12,0,12,0,0.32
17311,17311,29748407,100%,0,3.0,3.0,1,0,9,39.85339000000001,116.39705,1,0,4,2.0,2,3.0,0,407.00,1,0.00,1,19,49,75,247,10,10,2018-11-08,91.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,3,3,0,0,1.53
17313,17313,29750469,100%,1,9.0,9.0,1,0,9,39.86635,116.42138,0,0,4,1.0,1,2.0,0,290.00,1,0.00,1,15,28,44,45,29,29,2018-11-05,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,1,0,0,9,1,8,0,4.39
17314,17314,29751282,100%,0,18.0,18.0,1,1,0,39.90121,116.40192,0,0,4,1.0,2,2.0,0,885.00,1,0.00,1,23,53,83,354,8,8,2018-12-31,98.0,9.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,18,18,0,0,1.69
17315,17315,29751697,100%,1,1.0,1.0,1,0,9,39.8569,116.33836,1,1,2,1.0,1,1.0,0,90.00,1,50.00,1,24,54,84,85,19,19,2018-11-06,96.0,10.0,10.0,9.0,9.0,9.0,9.0,1,0,2,0,0,1,0,1,0,2.89
17316,17316,29752306,100%,1,8.0,8.0,1,0,5,40.1996,116.66634,0,1,8,3.0,5,5.0,0,"5,600.00",1,100.00,1,30,60,90,180,1,1,2018-12-31,100.0,10.0,10.0,10.0,10.0,10.0,8.0,1,0,0,0,0,7,2,5,0,0.21
17317,17317,29753838,96%,0,10.0,10.0,1,0,1,39.92858,116.34942,0,1,3,1.0,1,2.0,0,269.00,1,0.00,1,29,59,89,179,3,3,2018-11-30,73.0,7.0,7.0,7.0,7.0,8.0,8.0,1,0,2,0,0,10,3,7,0,0.52
17318,17318,29754115,100%,0,7.0,7.0,1,0,3,39.92653,116.61687,1,0,6,2.0,2,3.0,0,490.00,4,50.00,1,26,56,86,361,1,1,2019-04-27,80.0,10.0,8.0,10.0,10.0,10.0,10.0,1,0,0,0,0,7,6,0,1,1.0
17320,17320,29754254,100%,1,3.0,3.0,1,0,8,39.87435,116.69946000000002,0,0,4,1.0,2,2.0,0,256.00,2,0.00,1,28,58,88,88,4,4,2019-02-13,100.0,10.0,10.0,10.0,10.0,9.0,10.0,1,0,1,0,0,3,1,2,0,1.21
17327,17327,29755539,,0,3.0,3.0,1,0,3,39.89421,116.4912,1,2,2,1.0,1,1.0,0,201.00,1,0.00,1,30,60,90,91,1,1,2018-11-07,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,1,0,0,3,0,2,1,0.15
17328,17328,29759036,100%,0,9.0,9.0,1,0,0,39.89215,116.41406,0,0,4,1.0,0,2.0,0,470.00,1,50.00,1,29,59,89,90,2,2,2018-11-10,80.0,9.0,10.0,10.0,8.0,10.0,8.0,1,0,1,0,0,9,9,0,0,0.31
17329,17329,29761953,100%,0,8.0,8.0,1,0,2,39.90587,116.26425,1,0,4,1.0,2,2.0,0,656.00,1,50.00,1,30,60,90,365,1,1,2018-12-19,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,7,7,0,0,0.19
17330,17330,29762130,100%,0,9.0,9.0,1,1,0,39.89048,116.40789,1,0,7,1.0,1,2.0,0,795.00,1,0.00,1,18,48,78,79,1,1,2019-02-13,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,1,0,0,9,9,0,0,0.31
17331,17331,29762718,100%,0,3.0,3.0,1,0,3,39.87632,116.45135,1,0,4,1.0,2,2.0,0,360.00,1,0.00,1,30,60,90,365,1,1,2018-11-26,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,3,3,0,0,0.17
17332,17332,29762721,,0,1.0,1.0,1,0,3,40.01293,116.46062,1,0,2,1.0,1,1.0,0,498.00,1,0.00,3,30,60,90,365,4,4,2018-11-06,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,1,1,0,0,0.61
17334,17334,29763536,100%,0,1.0,1.0,1,0,9,39.86684,116.35972,0,1,1,1.0,1,1.0,0,90.00,1,0.00,1,0,0,0,0,1,1,2018-11-22,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,2,0,0,1,0,1,0,0.17
17338,17338,29764708,100%,1,1.0,1.0,1,0,2,39.91138,116.30799,1,0,2,1.0,1,1.0,0,269.00,1,0.00,1,15,15,16,16,28,28,2018-11-06,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0,0,0,1,1,0,0,4.24
17339,17339,29766068,100%,0,11.0,11.0,1,0,7,40.16959,116.31251,1,0,2,1.0,1,1.0,0,697.00,1,0.00,1,29,59,89,364,1,1,2019-04-07,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0,0,0,11,10,1,0,0.65
17340,17340,29766409,100%,1,8.0,8.0,1,0,7,40.0673,116.40649,0,1,2,1.0,1,1.0,0,186.00,1,0.00,1,28,58,88,363,1,1,2019-01-01,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,7,1,5,1,0.21
17341,17341,29766552,97%,0,82.0,82.0,1,0,8,39.91743,116.65961,1,0,2,1.0,1,1.0,0,256.00,1,0.00,1,30,60,90,365,1,1,2018-12-08,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,82,79,3,0,0.18
17343,17343,29766867,100%,0,1.0,1.0,1,0,3,40.00023,116.42525,0,1,2,1.0,1,1.0,0,256.00,1,0.00,2,14,14,14,276,2,2,2019-03-09,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,1,0,0,1,0,1,0,0.81
17344,17344,29767012,100%,1,8.0,8.0,1,0,7,40.06743,116.40467,0,2,2,1.0,1,1.0,0,131.00,1,0.00,1,25,55,85,360,7,7,2018-11-18,97.0,10.0,10.0,10.0,10.0,9.0,10.0,1,0,2,0,0,7,1,5,1,1.13
17346,17346,29767526,100%,0,10.0,10.0,1,0,8,39.91633,116.6577,0,0,3,2.0,3,2.0,0,367.00,1,0.00,1,30,60,90,365,1,1,2019-04-06,40.0,2.0,4.0,6.0,2.0,10.0,2.0,1,0,2,0,0,10,10,0,0,0.65
17347,17347,29767853,100%,0,10.0,10.0,1,0,8,39.91357,116.65826,0,0,3,2.0,2,2.0,0,367.00,1,0.00,1,30,60,90,365,2,2,2018-12-31,90.0,10.0,8.0,9.0,9.0,9.0,9.0,1,0,2,0,0,10,10,0,0,0.42
17350,17350,29768966,100%,1,3.0,3.0,1,0,1,39.89472,116.3746,1,0,2,1.0,1,1.0,0,456.00,1,0.00,1,12,18,42,42,47,47,2018-11-09,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,1,0,0,1,1,0,0,7.23
17351,17351,29769980,100%,1,6.0,6.0,1,1,2,39.9748,116.32294,1,2,4,1.0,1,4.0,0,131.00,1,130.00,3,28,58,88,363,2,2,2019-04-22,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,6,0,0,6,2.0
17352,17352,29770435,100%,1,6.0,6.0,1,1,2,39.97466,116.32087,0,2,4,2.0,1,4.0,0,131.00,1,130.00,3,29,36,58,333,2,2,2018-11-28,100.0,10.0,8.0,10.0,10.0,10.0,9.0,1,0,0,0,0,6,0,0,6,0.34
17354,17354,29771370,100%,1,11.0,11.0,1,0,5,40.10223,116.55636,1,0,4,2.0,2,2.0,0,787.00,1,0.00,1,30,60,90,365,4,4,2018-11-17,55.0,7.0,7.0,7.0,8.0,7.0,5.0,0,0,1,0,0,11,11,0,0,0.64
17355,17355,29771897,100%,0,4.0,4.0,1,0,8,39.90689,116.65615,1,0,2,1.0,1,1.0,0,270.00,1,0.00,1,26,56,86,361,4,4,2018-11-13,93.0,10.0,8.0,9.0,9.0,9.0,9.0,0,0,2,0,0,4,2,1,1,0.63
17356,17356,29772154,100%,0,4.0,4.0,1,0,6,40.41178,116.55116,0,1,2,1.0,1,1.0,0,297.00,1,0.00,1,30,60,90,365,1,1,2019-02-11,100.0,8.0,8.0,10.0,10.0,10.0,10.0,1,0,2,0,0,4,2,1,1,0.3
17357,17357,29772303,100%,0,2.0,2.0,1,0,3,39.91172,116.54772,1,1,2,1.0,1,1.0,0,201.00,1,0.00,1,1,1,18,293,1,1,2019-05-03,100.0,10.0,10.0,10.0,10.0,8.0,10.0,1,0,2,0,0,2,0,2,0,1.0
17358,17358,29773452,100%,0,2.0,2.0,1,0,3,39.92652,116.4666,0,0,2,1.0,1,1.0,0,387.00,1,80.00,3,6,6,6,6,3,3,2019-01-03,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,1,0,0,2,1,1,0,0.65
17359,17359,29773493,100%,0,17.0,17.0,1,0,3,39.92934,116.61385,0,1,2,1.0,1,1.0,0,138.00,2,35.00,1,1,1,10,10,43,43,2018-11-10,95.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0,0,0,17,5,12,0,6.65
17360,17360,29773542,100%,0,6.0,6.0,1,0,5,40.12245,116.61238,0,1,2,2.0,1,1.0,0,159.00,1,0.00,1,27,57,87,157,7,7,2018-11-15,94.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,3,0,2,1,1.11
17362,17362,29774947,100%,0,7.0,7.0,1,0,0,39.89622,116.4164,1,0,8,1.0,2,3.0,0,685.00,6,100.00,1,18,48,78,79,2,2,2019-02-05,100.0,10.0,10.0,10.0,10.0,10.0,9.0,1,0,0,0,0,7,7,0,0,0.57
17363,17363,29780743,100%,0,2.0,2.0,1,0,2,39.97314,116.20762,1,0,2,2.0,1,1.0,0,449.00,1,100.00,1,29,59,89,89,4,4,2018-12-09,100.0,10.0,9.0,10.0,10.0,8.0,10.0,0,0,1,0,0,2,2,0,0,0.73
17364,17364,29781171,90%,1,1.0,1.0,1,0,9,39.85305,116.37109,0,1,4,1.0,2,2.0,0,497.00,1,0.00,1,20,50,80,355,7,7,2018-11-24,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,1,0,1,0,1.17
17365,17365,29781822,97%,0,82.0,82.0,1,0,8,39.91464000000001,116.66037,1,0,2,1.0,0,1.0,0,270.00,1,0.00,1,30,60,90,365,6,6,2018-11-13,90.0,10.0,10.0,10.0,10.0,9.0,9.0,1,0,2,0,0,82,79,3,0,0.95
17367,17367,29781993,100%,0,6.0,6.0,1,0,5,40.12952,116.61303999999998,0,1,2,2.0,1,1.0,0,159.00,1,0.00,1,26,56,86,156,4,4,2018-11-13,90.0,10.0,10.0,9.0,10.0,9.0,9.0,1,0,2,0,0,3,0,2,1,0.63
17368,17368,29782193,100%,0,11.0,11.0,1,0,11,39.71393,116.31422,1,0,2,1.0,1,1.0,0,428.00,1,0.00,1,26,56,86,361,2,2,2019-02-15,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,7,7,0,0,0.62
17369,17369,29782210,97%,0,82.0,82.0,1,0,8,39.91676,116.66049,1,0,2,1.0,0,1.0,0,277.00,1,0.00,1,29,59,89,364,2,2,2018-11-22,90.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,82,79,3,0,0.33
17370,17370,29782584,100%,1,6.0,6.0,1,1,2,39.97585,116.32076,1,2,4,1.0,1,4.0,0,131.00,1,130.00,3,29,59,89,364,1,1,2019-05-02,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,6,0,0,6,1.0
17371,17371,29783393,90%,0,8.0,8.0,1,1,2,39.93364,116.30858,1,2,2,1.0,1,1.0,0,290.00,1,0.00,3,30,60,90,365,1,1,2019-04-11,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,2,0,0,8,2,5,1,0.71
17372,17372,29784073,90%,0,8.0,8.0,1,1,2,39.93253,116.3102,1,1,1,1.0,1,1.0,0,200.00,1,0.00,3,30,60,90,365,1,1,2018-11-17,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,2,0,0,8,2,5,1,0.16
17373,17373,29785007,100%,0,20.0,20.0,1,0,9,39.83693,116.37026000000002,0,0,2,1.0,1,1.0,0,338.00,1,0.00,1,27,57,87,362,3,3,2018-11-24,87.0,9.0,6.0,10.0,10.0,10.0,9.0,1,0,2,0,0,20,20,0,0,0.5
17376,17376,29786394,100%,1,10.0,10.0,1,0,3,40.04555,116.42593,0,0,5,1.0,2,2.0,0,428.00,4,100.00,1,30,60,90,180,5,5,2018-11-13,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,1,0,0,10,6,4,0,0.79
17378,17378,29786998,100%,1,1.0,1.0,1,1,3,39.87144,116.4637,0,1,2,1.0,1,1.0,0,110.00,1,0.00,1,10,10,10,10,19,19,2018-11-23,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,1,0,1,0,3.15
17379,17379,29787271,100%,0,14.0,14.0,1,0,4,40.47433,116.84295,0,0,6,1.0,2,3.0,0,401.00,1,0.00,1,28,58,88,363,1,1,2018-12-02,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,8,2,6,0,0.17
17380,17380,29787977,90%,0,8.0,8.0,1,0,8,39.74061,116.55616,1,0,2,1.0,1,1.0,0,269.00,1,0.00,1,30,60,90,365,1,1,2018-11-10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,2,0,0,8,6,2,0,0.15
17381,17381,29789777,100%,0,1.0,1.0,1,0,7,40.06373,116.40851,1,1,4,1.0,1,2.0,0,145.00,1,35.00,1,0,21,46,136,10,10,2019-02-28,94.0,10.0,9.0,10.0,10.0,9.0,9.0,1,0,2,0,0,1,0,1,0,3.57
17382,17382,29790130,100%,0,12.0,12.0,1,0,1,39.93662,116.37453,0,1,2,1.0,1,1.0,0,685.00,1,0.00,1,23,53,83,96,4,4,2018-12-15,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,12,0,12,0,0.76
17383,17383,29791055,100%,1,7.0,7.0,1,1,9,39.86701,116.4226,1,0,4,1.0,1,2.0,0,339.00,1,0.00,1,5,21,51,142,52,52,2018-11-07,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,1,0,0,6,6,0,0,7.96
17384,17384,29791096,100%,0,5.0,5.0,1,0,3,39.9092,116.43137,0,0,4,2.0,2,2.0,0,367.00,4,0.00,1,30,60,90,263,10,10,2018-11-10,98.0,10.0,9.0,10.0,10.0,10.0,10.0,1,0,1,0,0,5,5,0,0,1.55
17387,17387,29792301,100%,0,14.0,14.0,1,1,3,39.87467,116.49555,1,0,6,2.0,3,3.0,0,697.00,1,0.00,1,30,54,59,59,3,3,2018-11-11,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,1,0,0,14,14,0,0,0.47
17390,17390,29792566,90%,0,2.0,2.0,1,0,2,39.99747,116.36109,1,1,2,1.0,1,1.0,0,256.00,1,0.00,1,25,55,68,68,13,13,2018-11-10,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,2,0,0,2,0,2,0,2.02
17391,17391,29792703,100%,1,5.0,5.0,1,0,3,40.00774000000001,116.41706,0,1,3,1.0,1,2.0,0,360.00,1,0.00,1,30,60,90,365,1,1,2018-12-17,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,1,0,0,5,0,3,2,0.19
