,id,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,is_location_exact,accommodates,bathrooms,bedrooms,beds,price,guests_included,extra_people,minimum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,first_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,neighbourhood_cleansed0,neighbourhood_cleansed1,neighbourhood_cleansed2,neighbourhood_cleansed3,neighbourhood_cleansed4,neighbourhood_cleansed5,neighbourhood_cleansed6,neighbourhood_cleansed7,neighbourhood_cleansed8,neighbourhood_cleansed9,neighbourhood_cleansed10,neighbourhood_cleansed11,neighbourhood_cleansed12,neighbourhood_cleansed13,neighbourhood_cleansed14,neighbourhood_cleansed15,bed_type0,bed_type1,bed_type2,bed_type3,bed_type4,room_type0,room_type1,room_type2,cancellation_policy0,cancellation_policy1,cancellation_policy2
8552,26899857,100,0,12,12,1,0,40.34559,116.58622,1,16,12,12,25,7990,1,0,1,24,51,81,171,1,1,2018/12/23,100,10,10,10,10,10,10,0,0,0,12,1,11,0,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
16972,33630912,100,0,1,1,1,0,40.37845,116.54475,0,16,6,6,8,7900,1,0,1,25,55,85,175,2,2,2019/4/23,100,10,10,10,10,10,10,1,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
17889,34124111,100,0,5,5,1,0,40.41083,116.59978,0,15,7,6,6,7879,14,100,1,25,55,85,360,2,2,2019/5/3,100,10,10,10,10,10,10,1,0,0,5,1,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
732,11977870,100,0,3,3,1,0,40.03118,116.5085,0,9,6,4,6,7803,9,300,1,0,0,0,0,1,0,2018/1/1,100,10,10,10,10,10,10,1,0,0,2,2,0,0,0.06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
3272,19846915,96.53,0,0,0,1,0,40.1135,116.73592,0,16,8,7,16,7596,1,0,1,30,60,90,90,2,0,2017/9/24,100,8,8,10,10,8,10,1,0,0,1,1,0,0,0.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6850,24819666,100,1,42,42,1,0,39.92426,115.98885,0,10,5,5,1,6899,10,350,1,30,60,90,180,1,0,2018/5/6,100,10,10,10,10,10,10,0,0,0,1,1,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
1185,14301188,67,0,2,2,1,1,40.3642,115.99757,0,16,8,10,16,6888,1,0,1,30,60,90,365,1,0,2016/10/3,100,10,10,10,10,10,8,0,0,0,2,2,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
586,10127776,100,0,6,6,1,0,39.89778,116.39267,0,6,3,3,3,6878,6,300,1,29,59,89,179,2,0,2017/8/27,100,10,10,10,10,10,10,0,0,0,6,0,6,0,0.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2896,19089155,100,0,9,9,1,0,40.46369,116.60204,0,16,8,8,16,6802,2,0,1,20,50,80,260,1,0,2017/8/3,100,8,10,10,8,10,10,0,0,0,9,1,8,0,0.05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
5946,23818807,100,0,2,2,1,0,40.36398,116.61752,0,12,8.5,5,5,6802,1,0,1,23,53,83,358,6,6,2018/9/19,97,10,10,10,10,10,9,1,0,0,2,2,0,0,0.73,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
8523,26873345,100,0,2,2,1,0,40.40215,116.34487,0,16,3,6,6,6802,1,0,1,29,59,89,179,3,3,2018/9/9,93,10,9,10,10,9,9,1,0,0,2,2,0,0,0.35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
18174,34269056,100,1,44,44,1,1,40.3706,115.88383,0,12,6,6,6,6664,1,0,1,30,60,90,180,1,1,2019/5/3,100,8,8,8,10,8,8,1,0,0,44,33,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
7733,25923425,100,0,4,4,1,1,39.92564,116.37015,1,14,7,7,7,6597,1,0,1,30,60,90,365,1,1,2019/2/9,100,10,10,10,10,10,10,1,0,0,4,4,0,0,0.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
8725,27114381,100,0,17,17,1,0,39.94815,116.41531,0,16,2,0,1,6597,1,0,1,29,59,89,270,1,1,2019/4/24,100,10,10,10,10,10,10,1,0,0,17,4,13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2689,18664270,100,0,1,1,1,0,40.25804,117.25069,0,15,5,6,6,6498,1,0,1,24,54,74,308,2,0,2017/7/2,100,10,10,10,10,10,10,0,0,0,1,1,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
959,13417965,100,0,4,4,1,1,39.93991,116.38796,1,12,2.5,6,6,6002,1,0,1,30,60,90,365,42,4,2016/8/4,98,10,10,10,10,10,10,0,0,0,4,4,0,0,1.23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
9861,28108682,100,1,1,1,1,0,40.12962,116.0169,1,16,3,5,15,6001,1,0,1,30,60,90,365,12,12,2018/9/19,100,10,10,10,10,10,10,1,0,0,1,1,0,0,1.46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
16176,33258075,100,0,4,4,1,0,40.43113,116.33376,0,12,5,6,6,6001,1,0,1,28,58,88,178,1,1,2019/5/3,100,10,10,10,10,10,10,1,0,0,4,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
10277,28427345,100,0,1,1,1,0,40.17976,116.65158,0,2,1,0,1,5987,1,2000,1,30,60,90,365,1,1,2019/1/31,80,10,10,10,10,10,10,1,0,0,1,1,0,0,0.27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3948,20839549,100,0,4,4,1,1,40.11,116.41498,1,16,4,5,7,5980,16,200,1,30,60,90,365,1,0,2017/12/24,100,10,10,10,10,10,10,0,0,0,4,1,3,0,0.06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
811,12459176,100,0,10,10,1,1,39.93911,116.4209,1,16,9,8,9,5899,16,0,1,7,25,51,148,11,3,2016/7/17,100,10,10,10,10,9,10,1,0,0,10,1,9,0,0.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
17956,34165841,100,0,6,6,1,0,40.42515,116.56034,0,14,5.5,5,6,5890,1,0,1,28,58,88,178,1,1,2019/5/3,100,10,10,10,10,10,10,1,0,0,6,1,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
449,8730454,100,0,16,16,1,1,39.8669,116.41844,0,16,8,7,13,5823,16,60,1,13,39,69,344,3,1,2017/6/5,100,10,10,10,10,10,10,0,0,0,16,8,8,0,0.13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
9956,28185691,100,0,2,2,1,1,40.51496,116.10042,0,16,6,5,8,5801,1,300,1,30,60,90,365,3,3,2019/4/9,100,10,10,10,10,10,10,1,0,0,2,1,1,0,2.05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
3281,19857632,100,0,5,5,1,0,40.43391,116.58996,0,16,8,8,10,5600,16,200,1,28,58,88,88,2,2,2018/6/8,100,10,10,10,10,10,10,1,0,0,5,0,5,0,0.17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
11843,29752306,100,1,8,8,1,0,40.1996,116.66634,0,8,3,5,5,5600,1,100,1,30,60,90,180,1,1,2018/12/31,100,10,10,10,10,10,8,1,0,0,7,2,5,0,0.21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
7937,26201822,100,1,12,12,1,0,39.90401,116.56927,0,16,4.5,8,8,5580,16,150,1,30,60,90,362,2,2,2018/7/22,90,10,10,10,10,9,10,1,0,0,12,1,9,2,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6897,24865903,100,1,1,1,1,0,40.275,116.40199,0,15,5,5,4,5400,1,0,1,12,32,56,140,9,9,2018/7/8,100,10,10,10,10,10,10,1,0,0,1,1,0,0,0.85,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
7871,26114543,100,1,10,10,1,0,40.45438,115.84829,0,16,4,0,5,5400,1,0,1,17,43,71,343,1,1,2018/12/19,100,10,10,10,10,10,8,1,0,0,10,7,3,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
4325,21244043,100,0,6,6,1,0,40.37947,116.54478,0,16,6,6,6,5283,1,0,1,25,55,85,360,1,0,2018/4/7,100,10,10,10,10,10,10,0,0,0,6,1,5,0,0.07,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
5093,22425861,100,0,6,6,1,0,40.51953,115.94099,0,16,5,6,2,5200,1,0,1,21,44,67,340,5,3,2018/4/6,100,10,10,10,10,10,10,1,0,0,5,5,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
275,6908156,100,0,6,6,1,1,39.94286,116.42252,0,10,5,5,5,5000,1,0,1,29,58,88,363,20,1,2015/12/19,96,10,9,10,10,10,9,1,0,0,6,1,5,0,0.48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
952,13378622,96.53,0,1,1,1,1,40.02208,116.265,0,3,1,1,1,5000,1,0,2,0,0,0,0,3,0,2016/7/1,100,10,10,10,10,10,10,0,0,0,1,0,1,0,0.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
1790,16193579,100,0,11,11,1,0,39.92578,116.35875,0,10,5,5,5,5000,1,0,1,19,49,79,170,1,0,2017/5/20,100,10,10,10,10,10,8,0,0,0,11,2,9,0,0.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1932,16538999,91,0,7,7,1,0,39.94212,116.41297,0,10,5,5,5,5000,1,0,1,29,58,88,363,17,2,2016/12/30,94,10,9,10,10,10,9,1,0,0,7,1,6,0,0.58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2742,18778928,100,0,1,1,1,0,40.12537,116.02859,0,16,10,9,14,5000,1,0,1,25,53,83,173,6,4,2017/12/13,100,10,10,10,10,9,10,1,0,0,1,1,0,0,0.34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
4793,21953451,56,0,5,5,1,0,40.03806,116.49821,0,8,4.5,4,5,5000,1,0,1,25,34,50,50,3,2,2018/1/1,93,9,9,10,10,9,9,1,0,0,5,1,4,0,0.18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
6584,24532598,100,0,3,3,1,0,39.94033,116.41642,0,3,1,1,2,5000,1,0,1,19,49,79,80,3,3,2018/5/22,100,10,10,9,10,10,10,1,0,0,3,3,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
18077,34230447,100,1,9,9,1,0,40.6862,117.17102,0,15,5,5,5,5000,1,0,1,28,58,88,363,2,2,2019/4/30,100,10,10,10,10,10,10,1,0,0,8,2,6,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
5635,23190569,100,0,2,2,1,0,39.88393,116.52377,0,16,3,8,8,4979,1,0,1,30,60,90,180,4,3,2018/3/5,100,10,10,10,10,10,10,1,0,0,2,2,0,0,0.27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
15977,33147420,100,0,1,1,1,0,40.39857,116.5638,1,13,5.5,0,9,4889,1,0,1,22,49,79,353,3,3,2019/4/11,100,10,10,10,9,10,10,1,0,0,1,1,0,0,2.14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
18145,34257311,95,1,51,51,1,0,39.94548,116.37814,0,6,3,3,3,4882,1,0,1,30,60,90,365,2,2,2019/5/3,100,10,9,9,10,10,10,1,0,0,51,17,34,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
7051,25026206,100,0,1,1,1,0,40.28615,116.63511,1,16,3,7,10,4799,1,0,1,24,54,83,358,10,10,2018/9/9,100,10,10,10,10,10,10,1,0,0,1,1,0,0,1.17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
17112,33696320,100,0,8,8,1,0,40.35563,115.94275,1,14,6,7,7,4799,1,0,1,29,59,89,180,2,2,2019/5/3,100,10,10,10,10,10,10,1,0,0,8,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
17643,34001085,98,0,8,8,1,0,40.46008,115.77681,1,8,3,4,5,4799,1,0,1,25,55,85,175,2,2,2019/5/1,100,10,10,10,10,10,10,1,0,0,8,6,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
17789,34067789,100,0,2,2,1,0,40.52054,115.94091,0,14,4,7,7,4689,1,0,1,27,57,87,362,2,2,2019/5/3,80,10,10,10,10,10,7,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1588,15605329,100,0,2,2,1,0,39.74115,116.19956,0,16,4.5,9,13,4682,1,0,1,0,0,0,0,2,0,2017/3/25,100,10,6,10,10,10,10,0,0,0,2,2,0,0,0.08,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
6397,24339056,100,0,17,17,1,0,40.25102,116.24412,0,10,4,4,4,4682,8,120,1,25,55,85,360,3,2,2018/4/30,93,10,10,10,10,10,9,1,0,0,17,11,6,0,0.23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
4330,21254556,50,0,3,3,1,0,39.94961,116.71696,0,2,1,1,1,4599,1,0,1,30,60,90,365,1,1,2018/10/13,100,10,10,10,10,10,10,1,0,0,3,0,3,0,0.14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
971,13469772,100,0,1,1,1,0,40.34205,116.19359,1,16,7,7,9,4502,1,0,1,27,57,87,362,1,0,2017/5/29,100,10,10,10,10,8,8,1,0,0,1,1,0,0,0.04,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
3960,20855759,100,0,11,11,1,0,40.64818,117.20768,1,16,10,10,10,4502,1,0,1,29,59,89,334,3,2,2017/10/5,100,10,10,10,10,9,10,1,0,0,11,2,9,0,0.15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6797,24767813,100,0,1,1,1,0,40.51949,116.66751,0,16,8,9,13,4502,1,0,1,24,54,84,84,3,3,2018/6/9,100,10,9,10,10,10,9,1,0,0,1,1,0,0,0.26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
6930,24903866,100,1,1,1,1,0,40.43183,116.549,0,12,5,5,6,4502,12,100,1,26,55,85,85,15,15,2018/6/2,99,10,10,10,10,10,10,1,0,0,1,1,0,0,1.27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
12623,30405131,100,0,2,2,1,0,40.3782,116.55356,0,12,5,4,12,4502,1,0,1,27,57,87,362,3,3,2019/2/24,93,10,9,10,10,10,9,1,0,0,2,2,0,0,1.02,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
7684,25877279,100,1,3,3,1,1,40.07599,116.09853,0,14,9,7,7,4482,1,0,1,30,60,90,90,1,1,2019/1/1,100,10,8,10,10,10,10,0,0,0,3,3,0,0,0.21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2712,18713307,100,0,1,1,1,0,40.66685,117.3494,0,16,2.5,6,9,4385,1,0,1,29,59,89,364,1,1,2019/5/4,100,10,10,10,10,10,10,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
15987,33153419,100,0,2,2,1,0,40.40606,116.37791,0,12,4,3,4,4385,1,0,1,27,57,87,267,2,2,2019/3/23,100,10,10,10,10,10,10,1,0,0,2,2,0,0,0.98,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
4565,21651040,100,0,10,10,1,0,40.17226,116.31878,0,16,3,4,3,4378,1,0,1,30,60,90,365,1,0,2018/4/6,100,10,8,10,10,10,8,0,0,0,10,9,1,0,0.07,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
17613,33981603,100,0,5,5,1,0,40.5173,115.94046,0,14,5,5,5,4302,1,0,1,25,55,85,360,2,2,2019/5/4,100,10,10,10,10,10,9,0,0,0,5,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
8441,26763339,100,0,1,1,1,0,40.11767,116.74048,1,16,4.5,4,8,4281,1,0,1,27,57,87,177,1,1,2019/5/1,100,10,8,10,10,10,10,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
8510,26857598,100,0,9,9,1,0,40.23973,116.36583,0,16,6,6,10,4281,16,200,1,28,58,88,178,2,2,2018/12/16,90,10,9,9,10,10,9,0,0,0,9,4,5,0,0.38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
5898,23739514,100,0,1,1,1,0,40.4598,116.09643,0,15,4,7,8,4199,1,0,1,29,59,89,179,1,1,2019/4/7,100,10,10,10,10,10,8,1,0,0,1,1,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
9325,27684643,100,0,1,1,1,0,40.17103,116.11166,0,16,6,7,16,4095,16,0,1,26,56,86,361,10,10,2018/10/31,100,10,10,10,10,9,10,1,0,0,1,1,0,0,1.47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
13988,31546929,100,0,12,12,1,0,39.89322,116.41728,1,12,2,3,6,4004,1,0,1,19,44,74,349,1,1,2019/4/8,100,10,10,10,10,10,8,1,0,0,12,12,0,0,0.68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
5266,22673880,100,0,1,1,1,0,39.99224,116.19298,0,6,3,3,4,3998,1,0,1,30,60,90,365,2,0,2018/4/6,100,10,9,10,10,9,10,0,0,0,1,1,0,0,0.15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
14383,31873773,100,0,1,1,1,0,40.29115,116.368,0,8,4,4,4,3998,1,0,1,23,53,83,173,6,6,2019/1/29,100,10,10,10,10,10,10,1,0,0,1,0,1,0,1.58,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
15719,33025316,100,0,5,5,1,0,40.53799,116.34942,0,10,3,3,4,3998,1,0,1,28,58,88,178,1,1,2019/5/11,100,10,10,10,10,10,10,1,0,0,5,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
14216,31722772,100,1,23,23,1,0,39.93227,116.40159,1,15,6,6,9,3997,1,0,1,14,14,14,31,1,1,2019/3/10,80,8,4,8,10,8,8,0,0,0,22,20,2,0,0.41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2710,18712542,100,0,3,3,1,0,39.62725,116.32411,0,16,4,4,8,3991,4,0,1,30,60,90,365,2,1,2017/12/27,80,10,8,10,10,10,8,1,0,0,3,3,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
3818,20703511,100,0,3,3,1,0,39.62334,116.31206,0,16,5,5,10,3991,3,0,1,30,60,90,365,1,0,2017/11/24,40,6,2,6,2,2,2,1,0,0,3,3,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
14289,31793913,100,1,4,4,1,0,40.41095,116.3404,0,13,7,6,13,3991,1,0,1,24,53,83,358,8,8,2019/1/25,100,10,10,10,10,10,10,1,0,0,4,3,1,0,2.03,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
15513,32922959,100,1,42,42,1,0,39.94475,116.37272,0,8,4,3,4,3990,1,0,1,14,36,66,341,1,1,2019/3/13,100,10,10,10,10,10,10,1,0,0,39,11,28,0,0.43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
15626,32969357,95,1,51,51,1,0,39.94534,116.37271,0,8,4,3,4,3990,1,0,1,14,36,66,341,2,2,2019/3/18,100,10,10,10,10,10,10,1,0,0,51,17,34,0,0.92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2995,19275879,0,0,1,1,1,1,39.8991,116.41018,0,6,2,3,3,3983,1,0,1,30,60,90,365,1,0,2017/11/6,100,8,10,10,10,10,10,1,0,0,1,1,0,0,0.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
17116,33697585,95,1,51,51,1,0,39.94035,116.38225,0,6,3,3,3,3983,1,0,1,28,58,88,363,1,1,2019/5/9,100,10,10,10,10,10,10,1,0,0,51,17,34,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
849,12741519,100,0,1,1,1,0,39.99076,115.47939,0,16,2,4,7,3978,1,0,1,27,57,87,362,4,0,2016/9/18,93,10,10,10,10,9,8,1,0,0,1,1,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
3534,20237278,25,0,46,46,1,1,40.13802,116.41403,1,14,7,6,7,3978,1,1000,1,29,59,89,179,1,0,2017/10/3,80,8,10,10,10,10,8,0,0,0,23,23,0,0,0.05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
4209,21121318,100,0,3,3,1,1,40.08799,116.34085,0,16,4,4,16,3978,1,0,1,27,57,87,362,9,7,2017/10/5,98,10,10,10,10,9,9,1,0,0,3,3,0,0,0.45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
5748,23461554,100,0,3,3,1,0,39.93482,116.66785,0,16,3,3,16,3978,16,100,1,30,60,90,365,3,3,2019/1/1,100,10,9,10,10,10,10,1,0,0,3,3,0,0,0.63,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
5772,23507304,100,0,3,3,1,0,39.93522,116.66709,1,16,2,4,16,3978,16,100,1,28,58,88,363,1,1,2019/4/14,100,8,8,8,8,8,8,1,0,0,3,3,0,0,0.77,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
5790,23545963,100,0,3,3,1,0,39.93283,116.66629,0,16,2,4,26,3978,16,100,1,27,57,87,362,3,3,2018/12/18,80,7,7,9,8,8,7,1,0,0,3,3,0,0,0.58,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
10426,28527898,86,0,2,2,1,0,40.44644,116.82669,1,16,5,5,8,3978,1,0,1,29,59,89,364,1,1,2019/5/4,100,10,10,10,10,10,10,1,0,0,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
10948,28876087,100,0,3,3,1,0,40.30971,116.20147,0,12,3,4,6,3978,1,0,1,30,60,90,365,1,1,2019/5/3,100,10,10,10,10,10,10,1,0,0,3,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
11011,28903923,100,0,3,3,1,0,40.25146,116.26936,0,12,3,4,6,3978,1,0,1,30,60,90,365,1,1,2019/5/3,80,10,10,10,10,10,8,1,0,0,3,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
11050,28927469,94,0,6,6,1,0,40.12802,116.11779,0,10,4,4,10,3978,1,0,1,21,50,80,355,6,6,2018/10/5,93,10,10,10,10,10,9,1,0,0,6,4,2,0,0.78,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
11273,29146484,100,0,2,2,1,0,40.47675,115.84553,0,14,5,5,5,3978,1,0,1,23,53,83,173,5,5,2018/11/4,100,10,10,10,10,10,10,1,0,0,2,2,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
13956,31525938,100,1,5,5,1,0,40.10404,117.11493,0,12,4,4,8,3978,1,0,1,25,55,85,360,7,7,2019/3/19,97,10,10,10,10,10,10,1,0,0,4,4,0,0,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
