,id,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,is_location_exact,accommodates,bathrooms,bedrooms,beds,price,guests_included,extra_people,minimum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,first_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,neighbourhood_cleansed0,neighbourhood_cleansed1,neighbourhood_cleansed2,neighbourhood_cleansed3,neighbourhood_cleansed4,neighbourhood_cleansed5,neighbourhood_cleansed6,neighbourhood_cleansed7,neighbourhood_cleansed8,neighbourhood_cleansed9,neighbourhood_cleansed10,neighbourhood_cleansed11,neighbourhood_cleansed12,neighbourhood_cleansed13,neighbourhood_cleansed14,neighbourhood_cleansed15,bed_type0,bed_type1,bed_type2,bed_type3,bed_type4,room_type0,room_type1,room_type2,cancellation_policy0,cancellation_policy1,cancellation_policy2
15989,33153853,100,0,4,4,1,1,39.91384,116.50698,1,4,1,2,2,588,1,0,1,23,53,83,358,2,2,2019/4/8,100,10,10,10,10,10,10,1,0,0,4,1,3,0,1.36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
16763,33531753,100,0,4,4,1,0,39.90763,116.47158,1,6,1,3,3,588,1,0,1,19,49,79,354,1,1,2019/4/6,100,10,10,10,10,10,10,1,0,0,4,4,0,0,0.65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
16767,33532600,100,1,20,20,1,0,39.9796,116.30512,0,4,1,2,2,588,1,0,1,26,56,86,361,3,3,2019/4/5,100,10,10,10,10,10,10,1,0,0,19,12,7,0,1.91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
16953,33621886,100,0,6,6,1,1,39.89951,116.40393,1,4,1,2,2,588,5,0,1,23,53,83,90,1,1,2019/5/1,100,10,10,10,10,10,10,1,0,0,6,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
17055,33668364,100,0,1,1,1,0,40.6594,117.26382,0,2,1,0,1,588,1,0,1,26,56,86,361,1,1,2019/5/2,100,10,10,10,10,10,10,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
17073,33680205,100,0,9,9,1,0,39.9619,116.46402,1,2,1,1,1,588,1,0,1,30,60,90,365,3,3,2019/4/20,93,10,10,10,10,10,9,1,0,0,5,5,0,0,2.81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
17241,33768000,100,0,17,17,1,0,39.91472,116.65817,0,4,2,2,2,588,1,0,1,29,59,89,364,1,1,2019/4/18,100,10,10,10,10,10,10,1,0,0,17,17,0,0,0.88,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
17431,33872269,100,0,2,2,1,0,39.89665,116.44165,1,6,1,1,2,588,1,0,1,18,41,71,162,4,4,2019/4/21,100,10,10,10,10,10,10,1,0,0,2,2,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
17532,33928451,99,1,31,31,1,0,39.94026,116.38133,0,2,1.5,1,0,588,1,0,1,23,44,73,74,6,6,2019/4/21,97,10,10,10,10,10,10,1,0,0,15,3,12,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
17567,33950433,100,0,8,8,1,0,39.94915,116.36167,1,4,1,2,2,588,1,0,1,22,52,82,357,1,1,2019/5/2,100,10,10,10,10,10,10,1,0,0,8,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
17588,33962139,100,0,3,3,1,0,40.42653,115.98077,1,4,1,2,4,588,1,0,1,25,50,80,81,1,1,2019/5/7,100,10,10,10,10,10,10,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
17739,34050565,100,0,11,11,1,0,39.95996,116.44221,1,2,1,1,1,588,1,0,1,30,60,90,365,1,1,2019/4/26,100,10,10,10,10,10,10,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
18005,34200145,100,0,2,2,1,0,39.89746,116.42691,1,6,1,1,3,588,1,0,1,24,54,84,176,1,1,2019/5/3,100,10,10,10,10,10,10,1,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
18070,34223084,100,0,1,1,1,0,39.90057,116.46954,0,2,1,1,1,588,1,0,1,29,59,89,364,1,1,2019/5/14,100,10,10,10,10,10,10,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
18129,34243700,100,0,2,2,1,0,39.89174,116.44685,1,4,1,0,1,588,1,0,1,30,60,90,365,6,6,2019/5/8,100,10,10,10,10,10,10,1,0,0,2,2,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
18149,34258531,100,0,2,2,1,0,39.89343,116.4474,1,4,1,0,1,588,1,0,1,30,60,90,365,6,6,2019/5/8,100,10,10,10,10,10,10,1,0,0,2,2,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
18375,34462644,100,0,12,12,1,0,39.89881,116.42493,1,6,1,3,4,588,1,0,1,28,58,88,363,1,1,2019/5/7,100,10,10,10,10,10,10,1,0,0,12,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1369,14937970,96.53,0,1,1,1,1,40.1823,116.651,0,6,2,3,3,587,1,0,1,20,50,80,355,4,0,2016/10/4,95,10,10,10,10,9,10,0,0,0,1,1,0,0,0.12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2070,17079557,96.53,0,1,1,1,0,40.01203,116.46198,0,2,1,1,1,587,2,298,2,29,59,89,89,3,0,2017/4/23,100,10,10,10,10,10,10,0,0,0,1,1,0,0,0.12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2486,18214207,89,0,18,18,1,0,39.89158,116.34678,0,4,1,1,2,587,2,50,1,27,57,87,362,1,0,2018/1/2,100,10,10,10,10,10,8,1,0,0,14,14,0,0,0.06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2799,18876122,96.53,0,3,3,1,0,39.92813,116.61313,0,6,1.5,2,3,587,1,0,1,0,0,0,178,15,11,2017/7/19,96,10,9,10,10,9,10,1,0,0,3,3,0,0,0.67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
3172,19632598,96.53,0,2,2,1,0,39.85428,116.37629,0,7,1,0,4,587,1,0,1,2,32,62,152,1,0,2018/2/20,100,10,10,10,10,10,10,1,0,0,2,2,0,0,0.07,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3306,19894312,90,0,6,6,1,0,39.86244,116.4885,0,4,1,2,2,587,1,0,1,30,60,90,365,2,1,2018/1/1,100,10,9,10,10,9,10,0,0,0,6,6,0,0,0.12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
4192,21106570,100,0,8,8,1,0,40.08794,116.54257,0,4,1,2,2,587,4,100,1,30,60,90,365,10,5,2018/1/2,92,9,9,10,10,9,9,1,0,0,8,7,1,0,0.59,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
4578,21668623,100,0,2,2,1,0,40.06829,116.30534,0,6,1,3,3,587,1,0,2,5,35,65,340,6,4,2018/1/1,100,10,10,10,10,9,10,0,0,0,2,2,0,0,0.36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
4900,22154987,79,0,21,21,1,0,40.05144,116.43139,0,4,1,2,2,587,1,0,1,29,59,89,364,6,4,2018/1/10,90,9,10,10,9,9,9,0,0,0,21,21,0,0,0.36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
4993,22310780,100,0,4,4,1,1,39.86603,116.29518,0,6,2,3,3,587,1,0,1,19,49,79,354,2,1,2018/4/14,100,10,9,10,10,10,10,0,0,0,4,4,0,0,0.15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
5557,23099556,100,1,2,2,1,0,39.90696,116.56332,1,6,2,2,5,587,4,70,1,13,41,43,132,37,27,2018/2/24,98,10,10,10,10,10,10,0,0,0,2,2,0,0,2.45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
5711,23344125,100,0,5,5,1,0,39.99532,116.19643,0,3,1,1,2,587,1,0,1,30,60,90,90,1,0,2018/5/8,100,10,10,10,10,8,10,1,0,0,5,0,5,0,0.08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
5741,23455881,96.53,1,3,3,1,0,39.90615,116.34362,0,4,1,2,2,587,1,0,1,29,59,89,89,6,6,2018/6/1,100,10,10,10,10,10,10,0,0,0,3,3,0,0,0.51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
5744,23456363,96.53,1,3,3,1,0,39.90719,116.34622,0,4,1,2,2,587,1,0,1,29,59,89,89,6,6,2018/6/5,100,10,10,10,10,10,10,0,0,0,3,3,0,0,0.51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
5746,23457033,96.53,1,3,3,1,0,39.91205,116.29827,0,4,1,2,2,587,1,0,1,29,59,89,89,2,2,2018/6/5,100,10,10,10,10,10,10,0,0,0,3,3,0,0,0.17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
6283,24252145,50,0,2,2,1,0,39.9285,116.43507,0,4,1,2,2,587,1,200,1,0,0,0,0,1,0,2018/5/19,100,10,10,10,10,10,10,1,0,0,2,2,0,0,0.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6417,24360865,100,0,7,7,1,0,39.89876,116.38874,1,2,1,1,1,587,1,0,2,19,27,50,136,2,1,2018/5/6,90,10,9,10,10,10,9,1,0,0,7,0,7,0,0.16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
6433,24372735,100,0,7,7,1,0,39.89834,116.39092,1,2,1,1,1,587,1,0,3,17,35,58,144,1,0,2018/4/29,100,10,10,10,10,10,10,1,0,0,7,0,7,0,0.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
6434,24373502,100,0,7,7,1,0,39.89862,116.39033,1,2,1,1,1,587,1,0,2,23,41,64,150,7,7,2018/6/30,97,10,10,10,10,10,9,1,0,0,7,0,7,0,0.64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
6667,24617617,89,0,5,5,1,1,39.57608,115.69371,0,4,1,2,2,587,1,0,1,30,60,90,365,4,3,2018/4/30,90,10,10,10,10,10,10,1,0,0,5,5,0,0,0.31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
7235,25247722,100,0,2,2,1,0,39.88566,116.3175,1,6,1,3,3,587,1,50,1,29,59,89,364,5,5,2018/5/28,96,10,10,10,10,10,10,1,0,0,2,2,0,0,0.42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
7649,25835632,100,0,12,12,1,0,40.0077,116.47418,0,4,1,2,2,587,1,0,1,13,13,13,13,3,3,2018/7/19,100,10,10,10,10,9,9,1,0,0,12,12,0,0,0.29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
7693,25887417,100,0,4,4,1,0,39.92725,116.61399,1,7,2,4,4,587,7,100,1,16,41,68,341,1,1,2019/2/12,100,10,10,10,10,10,10,1,0,0,3,3,0,0,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
7884,26122975,100,1,25,25,1,1,39.87169,116.31836,0,6,1,2,3,587,4,50,1,27,57,87,362,11,11,2018/7/22,98,9,10,10,10,9,10,1,0,0,22,22,0,0,1.08,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
8143,26466108,100,0,9,9,1,0,39.92019,116.28187,1,5,1,2,2,587,1,0,1,30,60,90,365,7,7,2018/7/9,100,10,10,10,10,9,9,1,0,0,9,9,0,0,0.66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
8434,26757733,96.53,0,1,1,1,0,39.96913,116.16867,1,2,1,1,2,587,1,0,1,29,59,89,179,1,1,2018/7/28,100,10,10,10,10,10,10,1,0,0,1,0,1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
8838,27218636,99,0,21,21,1,0,40.00407,116.47691,1,2,1,1,1,587,2,50,7,28,58,88,181,20,20,2018/8/9,96,10,10,10,10,10,9,1,0,0,18,18,0,0,2.09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
9288,27665823,100,0,3,3,1,0,40.19968,116.23376,0,2,1,0,1,587,1,0,1,30,60,90,365,2,2,2018/10/2,100,10,10,10,10,10,10,1,0,0,3,3,0,0,0.26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
9474,27793362,100,1,7,7,1,1,39.84537,116.44868,1,4,2,2,2,587,1,0,1,30,60,90,365,3,3,2018/9/27,100,10,9,10,10,10,10,1,0,0,7,7,0,0,0.38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
9575,27869139,100,1,1,1,1,0,39.79708,116.33768,0,4,1,2,2,587,1,0,1,25,55,85,85,13,13,2018/10/7,100,10,10,10,10,10,10,1,0,0,1,1,0,0,1.71,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
9915,28142818,100,1,1,1,1,0,39.94473,116.20433,0,4,2,2,2,587,1,0,1,30,60,90,365,6,6,2018/12/20,100,10,10,10,10,10,10,1,0,0,1,1,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
10168,28355840,100,1,6,6,1,0,39.9812,116.49851,0,1,1,1,1,587,1,0,1,27,57,87,362,2,2,2018/12/1,100,10,10,10,10,10,10,1,0,0,6,2,4,0,0.35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
10354,28472325,100,0,3,3,1,0,39.91462,116.2955,0,7,1,2,3,587,1,0,2,27,57,87,362,8,8,2018/10/3,97,10,9,10,9,9,10,1,0,0,2,1,1,0,1.03,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
10441,28539061,86,0,1,1,1,0,39.90589,116.26262,0,5,1,2,3,587,1,0,1,30,60,90,365,4,4,2018/10/3,90,9,9,9,8,9,9,1,0,0,1,1,0,0,0.52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
10594,28654188,100,1,4,4,1,0,39.89899,116.39296,0,4,1,2,2,587,2,0,2,13,29,57,57,13,13,2018/9/29,97,10,10,10,10,10,10,0,0,0,4,1,3,0,1.65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
10717,28734281,100,0,7,7,1,0,39.99752,116.47555,0,4,1,1,2,587,1,0,1,30,60,90,365,3,3,2018/10/3,87,10,9,10,10,10,9,1,0,0,7,7,0,0,0.39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
10754,28762993,100,0,7,7,1,0,39.99617,116.47582,0,4,1,1,2,587,1,0,1,27,57,87,362,5,5,2018/10/26,80,8,9,9,8,9,9,1,0,0,7,7,0,0,0.72,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
10765,28765187,100,0,7,7,1,0,39.99658,116.47625,0,4,1,1,2,587,1,0,1,30,60,90,365,2,2,2018/10/7,90,9,9,10,10,9,9,1,0,0,7,7,0,0,0.26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
10857,28822908,96.53,0,1,1,1,0,39.86477,116.38333,0,5,1,2,3,587,4,60,1,30,60,90,180,1,1,2019/2/20,100,10,10,10,10,10,10,1,0,0,1,1,0,0,0.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
11492,29393623,0,0,1,1,1,0,39.84173,116.32556,0,2,1,1,2,587,1,0,1,29,59,89,364,3,3,2018/11/4,100,10,10,10,10,10,10,1,0,0,1,1,0,0,0.45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
11823,29729599,100,1,7,7,1,0,39.9057,116.56917,1,7,1,2,4,587,1,0,1,29,59,89,89,1,1,2019/5/3,100,10,10,10,10,10,10,1,0,0,7,1,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
11982,29888153,100,0,5,5,1,0,39.99785,116.48135,1,2,1,0,1,587,1,0,1,30,58,88,363,2,2,2019/4/6,100,10,10,10,10,10,8,1,0,0,5,5,0,0,1.28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
12406,30247982,100,0,1,1,1,0,39.90744,116.30004,1,4,1,2,2,587,1,0,1,30,60,90,180,1,1,2019/1/1,100,10,8,10,10,10,8,1,0,0,1,1,0,0,0.21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
12420,30260865,100,1,11,11,1,0,40.10253,116.55681,1,4,2,2,2,587,1,0,1,30,60,90,365,1,1,2019/5/3,100,10,10,10,10,10,10,1,0,0,11,11,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
12424,30262001,100,1,11,11,1,0,40.1037,116.55628,1,6,2,3,3,587,1,0,1,28,58,88,363,3,3,2018/12/17,73,9,7,8,9,8,7,0,0,0,11,11,0,0,0.57,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
12509,30333380,100,1,1,1,1,0,39.89868,116.3808,1,4,1,2,2,587,1,0,1,10,31,61,129,23,23,2019/1/13,99,10,10,10,10,10,10,1,0,0,1,1,0,0,5.31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
12615,30392972,100,1,6,6,1,0,39.9818,116.49845,0,2,1,1,1,587,1,0,1,28,58,88,363,5,5,2018/11/30,92,9,10,10,10,10,10,1,0,0,6,2,4,0,0.86,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
13218,30953457,100,0,10,10,1,0,39.90483,116.21182,0,6,2,2,3,587,1,0,1,22,52,82,357,1,1,2019/2/11,100,10,10,10,10,8,10,1,0,0,11,10,1,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
13765,31354080,98,0,30,30,1,0,40.10588,116.63109,1,6,1.5,3,3,587,1,0,1,30,60,90,365,3,3,2019/2/3,100,10,10,10,9,10,10,1,0,0,30,12,18,0,0.83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
13802,31389191,86,0,1,1,1,0,39.94977,116.72148,0,2,1,1,1,587,1,0,1,30,60,90,90,2,2,2019/4/10,100,10,10,10,10,10,10,1,0,0,1,0,1,0,1.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
13897,31476510,100,0,3,3,1,0,39.76041,116.58374,1,6,2,3,3,587,1,0,1,29,59,89,364,1,1,2019/2/10,80,10,10,10,10,8,8,1,0,0,3,3,0,0,0.29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
14051,31602783,100,1,7,7,1,0,39.91035,116.35603,0,4,1,2,2,587,4,0,1,14,44,74,349,1,1,2019/5/14,100,10,10,10,10,10,10,1,0,0,7,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
14119,31652962,100,0,3,3,1,0,40.65719,117.24442,0,6,1,2,2,587,1,0,1,29,59,89,179,2,2,2019/2/5,100,9,10,9,10,10,10,1,0,0,3,3,0,0,0.56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
14490,31934307,100,0,18,18,1,0,39.88248,116.3198,1,2,1.5,1,1,587,1,0,1,30,60,90,180,4,4,2019/3/4,95,10,10,10,10,10,9,1,0,0,18,18,0,0,1.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
14580,32021711,100,0,3,3,1,0,39.75959,116.58383,0,6,2,3,3,587,1,0,1,29,59,89,179,3,3,2019/2/5,93,9,9,9,10,9,10,1,0,0,3,3,0,0,0.84,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
14581,32022209,100,0,3,3,1,0,39.75918,116.58437,0,6,2,3,3,587,1,0,1,24,54,84,174,1,1,2019/2/6,100,10,10,10,10,10,10,1,0,0,3,3,0,0,0.28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
14752,32315052,100,0,6,6,1,0,40.12843,116.60989,0,2,1,1,2,587,1,0,1,30,60,90,90,1,1,2019/3/3,100,10,10,10,10,10,10,1,0,0,6,5,1,0,0.37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
15030,32584959,100,0,2,2,1,0,39.88672,116.46419,0,6,1,2,3,587,1,0,1,12,39,69,159,2,2,2019/3/8,100,10,10,10,10,10,9,1,0,0,2,2,0,0,0.79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
15994,33155702,100,0,7,7,1,0,39.90713,116.26744,0,6,1,2,3,587,1,0,1,30,60,90,90,1,1,2019/4/7,80,8,8,8,10,8,8,1,0,0,7,7,0,0,0.65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
15995,33156608,100,0,7,7,1,0,39.90868,116.26672,0,6,1,2,3,587,1,0,1,0,26,56,56,1,1,2019/4/7,100,10,10,10,10,10,8,1,0,0,7,7,0,0,0.65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
16173,33257284,100,0,10,10,1,0,40.08331,116.3422,1,4,1,2,2,587,1,0,1,29,59,89,179,1,1,2019/4/5,100,10,10,10,10,10,10,1,0,0,10,10,0,0,0.63,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
16217,33277953,100,1,3,3,1,1,39.99536,116.46179,1,2,1,1,1,587,1,0,1,28,58,88,363,1,1,2019/4/22,100,10,10,10,10,10,10,1,0,0,3,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
16402,33378662,100,0,2,2,1,0,39.92418,116.31063,1,3,2,1,2,587,1,0,1,29,59,89,364,3,3,2019/4/14,87,9,9,10,10,9,9,1,0,0,1,1,0,0,2.31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
16849,33569713,100,0,13,13,1,0,40.1244,116.61311,1,2,1,1,1,587,1,0,1,23,53,83,358,1,1,2019/5/3,100,10,10,10,10,10,10,1,0,0,13,13,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
17447,33885180,100,0,8,8,1,0,40.35169,115.98444,1,5,1,2,3,587,1,0,1,30,60,90,180,1,1,2019/5/2,100,10,10,10,10,8,10,1,0,0,8,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
17623,33986025,100,0,1,1,1,0,39.90773,116.26779,0,5,1,2,3,587,1,0,1,29,59,89,364,1,1,2019/5/4,100,10,10,10,10,10,10,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
17705,34033410,100,0,4,4,1,0,40.10232,116.55682,0,8,2,2,4,587,1,0,1,29,59,89,364,1,1,2019/4/28,100,10,10,10,10,10,10,1,0,0,4,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
18018,34210198,100,0,5,5,1,0,39.92084,116.56676,1,5,1,2,2,587,1,0,1,18,48,78,90,2,2,2019/4/29,100,10,10,10,10,10,10,1,0,0,5,4,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
18411,34517586,100,0,5,5,1,0,39.92075,116.56331,1,6,1,2,3,587,1,0,1,18,41,44,56,1,1,2019/5/19,100,10,10,10,10,10,10,1,0,0,5,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
110,4009332,100,1,66,66,1,1,39.92034,116.50235,1,4,2,2,2,581,4,100,3,25,55,85,360,3,1,2015/8/15,87,9,9,9,10,9,9,1,0,0,61,24,37,0,0.07,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
240,6622351,100,0,5,5,1,1,39.92917,116.40344,0,2,1,1,1,581,1,0,1,11,37,66,336,333,94,2015/6/2,96,9,9,10,10,10,9,1,0,0,3,1,2,0,6.89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
