,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,is_location_exact,accommodates,bathrooms,bedrooms,beds,guests_included,extra_people,minimum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,first_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,neighbourhood_cleansed0,neighbourhood_cleansed1,neighbourhood_cleansed2,neighbourhood_cleansed3,neighbourhood_cleansed4,neighbourhood_cleansed5,neighbourhood_cleansed6,neighbourhood_cleansed7,neighbourhood_cleansed8,neighbourhood_cleansed9,neighbourhood_cleansed10,neighbourhood_cleansed11,neighbourhood_cleansed12,neighbourhood_cleansed13,neighbourhood_cleansed14,neighbourhood_cleansed15,bed_type0,bed_type1,bed_type2,bed_type3,bed_type4,room_type0,room_type1,room_type2,cancellation_policy0,cancellation_policy1,cancellation_policy2
6644,100.0,0,15,15,1,0,39.87174,116.4517,0,3,1.0,1,3,1,0,1,30,60,90,365,4,4,288.0,87,9,9,9,9,9,9,0,0,0,15,6,9,0,0.42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
7614,90.0,0,26,26,1,1,39.96835,116.41803,0,4,1.0,2,2,1,0,1,30,60,90,365,1,1,88.0,40,6,6,6,4,4,2,0,0,0,22,22,0,0,0.34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1135,100.0,1,1,1,1,1,40.050309999999996,116.30971000000001,0,2,2.0,3,1,1,0,1,14,44,74,74,76,29,958.0,99,10,10,10,10,10,10,1,0,0,1,0,1,0,2.38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
490,88.0,0,14,14,1,0,39.90907,116.47075,1,1,1.0,1,1,1,0,1,30,60,90,365,5,1,1239.0,84,8,9,10,10,9,8,1,0,0,13,0,8,5,0.12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
9172,96.0,0,27,27,1,0,39.88478,116.31383000000001,1,4,1.0,2,2,1,0,1,21,51,81,356,4,4,136.0,90,10,9,10,10,9,9,1,0,0,26,25,1,0,0.87,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
10704,96.53,0,1,1,1,0,39.94464,116.41909,0,2,1.0,1,1,1,0,1,30,60,90,91,8,8,198.0,80,9,8,9,9,9,9,1,0,0,1,1,0,0,1.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1730,100.0,0,3,3,1,0,39.93645,116.45532,1,4,1.0,2,2,2,0,1,26,56,86,361,25,4,864.0,89,9,9,9,9,10,9,1,0,0,3,3,0,0,0.87,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
12802,100.0,0,10,10,1,0,39.96855,116.32496,1,8,1.0,3,4,6,100,1,25,55,72,161,3,3,79.0,93,9,10,10,10,10,9,1,0,0,4,4,0,0,1.13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
10093,90.0,0,2,2,1,0,39.91385,116.4865,1,4,1.0,1,2,2,88,1,0,0,0,53,1,1,230.0,80,10,10,8,10,10,8,0,0,0,2,1,1,0,0.13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
4218,100.0,1,3,3,1,0,39.90874,116.49808,1,4,1.0,1,2,1,200,2,0,0,0,91,10,7,516.0,96,10,10,9,10,10,10,0,0,0,1,1,0,0,0.58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
5355,100.0,0,10,10,1,0,39.90631,116.57918000000001,0,4,1.0,2,2,1,80,2,23,53,83,358,1,1,337.0,100,10,10,10,10,10,10,0,0,0,10,10,0,0,0.09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
5108,75.0,0,5,5,1,0,39.89031,116.47077,1,2,1.0,1,1,1,0,2,0,0,0,0,3,1,454.0,80,9,9,7,8,9,8,1,0,0,5,5,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
10760,100.0,1,3,3,1,0,40.0514,116.43959,0,4,1.0,1,2,1,0,1,12,38,49,282,14,14,202.0,100,10,10,10,10,10,10,1,0,0,3,3,0,0,2.06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1035,96.53,0,1,1,1,1,40.01097,116.33977,0,1,1.0,1,1,1,311,1,30,60,90,91,16,0,1018.0,93,10,9,10,10,10,10,0,0,0,1,0,1,0,0.47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
8825,100.0,0,5,5,1,0,40.02597,116.33679,0,1,1.0,1,1,1,100,1,0,1,2,219,1,1,255.0,100,10,10,10,10,10,10,1,0,0,5,0,5,0,0.12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
4118,100.0,0,15,15,1,1,39.91628,116.5201,0,5,1.0,0,3,1,0,1,30,60,90,365,1,0,505.0,80,8,8,10,10,10,8,1,0,0,15,15,0,0,0.06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
5807,100.0,0,9,9,1,0,39.91271,116.29626999999999,1,4,1.0,2,2,1,0,2,30,60,90,90,4,2,400.0,100,10,10,10,10,10,10,0,0,0,9,9,0,0,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
333,100.0,1,33,33,1,1,39.93632,116.29451999999999,1,3,1.5,1,2,2,40,1,24,36,36,36,37,27,1158.0,97,10,10,10,10,10,10,1,0,0,31,6,25,0,0.96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2965,100.0,0,5,5,1,0,39.98251,116.49614,1,2,1.0,1,1,1,0,1,28,58,88,178,4,2,527.0,95,9,8,10,10,10,10,1,0,0,5,0,5,0,0.23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
8589,100.0,0,1,1,1,0,39.58856,115.69066000000001,0,6,3.0,3,3,1,0,1,27,57,87,191,3,3,228.0,100,10,10,10,10,9,10,1,0,0,1,1,0,0,0.39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
16729,100.0,0,4,4,1,0,39.8924,116.25053,0,5,1.0,2,2,1,0,1,28,58,88,88,2,2,14.0,100,10,9,10,10,9,9,1,0,0,4,2,2,0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
14458,100.0,0,6,6,1,0,39.86753,116.39627,1,2,1.0,1,0,1,0,1,15,15,15,270,6,6,65.0,97,10,10,10,10,9,10,0,0,0,6,2,4,0,2.73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
226,100.0,0,1,1,1,1,39.9892,116.33592,0,1,1.0,1,1,1,0,3,0,28,58,149,6,1,1010.0,100,10,10,10,10,10,9,0,0,0,1,0,1,0,0.18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
14853,100.0,0,7,7,1,0,39.98422,116.31763000000001,1,2,2.0,1,2,1,50,1,22,31,59,334,5,5,45.0,92,8,9,9,10,10,9,0,0,0,7,0,7,0,3.26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1750,100.0,0,4,4,1,1,39.942809999999994,116.43233000000001,0,4,1.0,1,1,1,0,2,20,50,80,81,66,12,862.0,94,10,10,10,10,10,9,1,0,0,3,3,0,0,2.29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
8059,100.0,1,2,2,1,1,39.92924,116.46383999999999,1,2,1.0,1,1,2,50,1,11,11,15,16,47,47,293.0,95,10,9,10,10,10,10,0,0,0,2,2,0,0,4.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
14802,100.0,1,8,8,1,1,39.91818,116.51955,1,6,1.0,2,2,4,100,1,27,57,87,88,8,8,61.0,100,10,10,10,10,10,10,1,0,0,8,3,5,0,3.87,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6087,100.0,1,6,6,1,1,39.8903,116.40893999999999,1,6,1.0,2,4,4,50,1,12,29,54,319,28,28,355.0,100,10,10,10,10,10,10,1,0,0,6,6,0,0,2.36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
7957,100.0,1,16,16,1,0,39.92726,116.41304,0,4,1.0,1,1,2,100,1,23,46,76,77,26,26,277.0,94,10,9,10,10,9,9,0,0,0,2,2,0,0,2.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
7507,100.0,0,10,10,1,1,40.6309,117.25568999999999,0,2,1.0,1,1,1,0,1,30,60,90,365,1,1,240.0,100,10,10,10,10,10,10,0,0,0,10,3,7,0,0.12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
9575,100.0,1,10,10,1,0,39.950720000000004,116.35763,0,2,1.0,0,1,1,0,1,0,7,37,312,4,4,130.0,100,10,10,10,10,10,10,1,0,0,10,10,0,0,0.92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
11289,100.0,0,17,17,1,0,39.89499,116.42456999999999,1,4,1.0,1,2,1,0,1,20,50,80,355,12,12,171.0,97,10,10,10,10,10,9,0,0,0,7,7,0,0,2.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1515,100.0,1,1,1,1,0,39.8597,116.55181999999999,0,2,1.0,1,1,1,0,1,26,56,86,361,59,37,593.0,98,10,10,10,10,8,10,1,0,0,1,1,0,0,2.97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
8572,100.0,0,1,1,1,0,39.91918,116.41766000000001,0,4,1.0,2,2,4,0,1,23,53,83,358,19,19,250.0,91,10,9,9,10,10,9,1,0,0,1,1,0,0,2.27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
3034,100.0,0,3,3,1,1,39.91553,116.25549,1,4,1.0,1,2,2,50,1,23,33,52,52,9,6,539.0,98,10,10,10,10,10,10,1,0,0,2,1,1,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
11660,100.0,0,3,3,1,0,39.95088,116.55366000000001,1,2,1.0,3,1,1,0,1,0,20,50,140,6,6,115.0,100,10,10,10,10,10,10,1,0,0,3,0,3,0,1.54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
6783,100.0,1,2,2,1,1,40.06619,116.30963,0,1,1.0,1,1,1,99,1,0,0,0,141,10,10,250.0,100,10,10,10,10,10,10,0,0,0,2,0,2,0,1.19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
10380,88.0,0,1,1,1,0,39.94523,116.41116000000001,0,2,2.0,1,1,1,50,2,30,60,90,91,2,2,202.0,100,10,10,10,10,10,10,0,0,0,1,0,1,0,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
12590,100.0,0,5,5,1,0,40.4301,115.95886000000002,1,2,1.0,1,1,1,0,1,9,33,63,198,8,8,130.0,100,10,10,10,10,10,10,1,0,0,5,5,0,0,1.83,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
14624,100.0,0,4,4,1,0,39.89444,116.50348999999999,1,2,1.0,1,1,1,0,1,29,59,89,364,4,4,43.0,100,10,10,10,10,10,10,1,0,0,4,4,0,0,2.73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
12289,100.0,0,2,2,1,0,40.1144,116.6141,0,2,1.0,1,1,1,0,1,30,60,90,90,1,1,86.0,80,10,10,10,10,10,10,0,0,0,2,2,0,0,0.34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
8290,100.0,0,2,2,1,0,39.89562,116.42401000000001,0,6,2.0,2,4,1,150,1,9,39,65,66,3,3,276.0,100,10,10,10,10,10,10,1,0,0,2,2,0,0,0.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
11786,100.0,1,5,5,1,0,39.9958,116.33493999999999,1,1,1.0,1,1,1,40,1,5,19,49,62,32,32,158.0,100,10,10,10,10,10,10,1,0,0,5,1,4,0,6.04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
7137,100.0,0,6,6,1,0,39.89787000000001,116.39365,0,2,1.0,1,1,6,300,1,0,0,0,0,2,2,327.0,100,10,10,10,10,10,10,0,0,0,6,0,6,0,0.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2546,96.53,1,1,1,1,0,39.96006,116.4868,1,2,1.0,1,1,1,0,1,0,0,0,0,12,11,665.0,100,10,10,10,10,10,10,0,0,0,1,1,0,0,0.54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
15773,100.0,1,10,10,1,0,40.3771,116.55323,0,2,1.0,1,1,2,100,1,16,36,64,327,5,5,41.0,100,10,10,10,10,10,10,1,0,0,10,3,7,0,3.49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
3348,100.0,0,2,2,1,0,39.89358,116.42888,0,6,1.0,2,3,1,50,1,27,57,87,178,5,3,560.0,96,10,9,10,10,10,10,1,0,0,2,2,0,0,0.27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
16579,100.0,0,4,4,1,0,39.893359999999994,116.44713,0,2,1.0,1,1,1,0,1,0,12,42,317,1,1,18.0,100,10,10,10,10,10,10,1,0,0,4,4,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
9227,100.0,1,4,4,1,1,39.92176,116.47748,0,1,1.0,0,1,1,0,1,0,1,1,233,3,3,240.0,100,10,10,10,10,10,10,1,0,0,4,1,3,0,0.37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
15046,100.0,0,13,13,1,0,39.954209999999996,116.35955,1,2,1.0,1,2,1,0,1,10,33,63,338,5,5,54.0,96,10,10,10,10,10,10,1,0,0,13,6,7,0,2.73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
841,98.0,0,22,22,1,1,39.94164,116.44594,0,2,1.0,1,1,2,0,1,29,59,89,364,33,9,1065.0,93,10,9,10,10,10,9,1,0,0,21,21,0,0,0.93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
13017,100.0,0,1,1,1,0,40.64965,117.26915,1,4,2.0,2,2,1,0,1,29,59,89,270,4,4,81.0,100,10,10,10,10,10,10,1,0,0,1,1,0,0,1.46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
13059,94.0,1,8,8,1,1,39.97257000000001,115.64498999999999,0,4,2.0,2,2,2,0,1,26,56,86,353,1,1,66.0,100,10,10,10,10,10,10,0,0,0,4,4,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
3512,100.0,0,24,24,1,0,39.935629999999996,116.45576000000001,0,4,1.0,2,2,1,0,1,29,59,89,364,13,5,605.0,88,9,9,9,9,10,9,0,0,0,17,17,0,0,0.64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
10114,94.0,0,6,6,1,0,40.12802,116.11778999999999,0,10,4.0,4,10,1,0,1,21,50,80,355,6,6,228.0,93,10,10,10,10,10,9,1,0,0,6,4,2,0,0.78,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
16302,100.0,0,4,4,1,0,39.93493,116.42918,1,2,1.0,1,1,1,0,2,18,48,78,79,1,1,20.0,100,10,10,10,10,10,10,1,0,0,4,0,4,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
6721,100.0,0,3,3,1,0,39.916270000000004,116.47135,0,2,1.0,1,1,1,0,1,4,34,64,155,19,19,337.0,93,10,9,10,10,10,9,1,0,0,3,1,2,0,1.69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
9845,100.0,0,2,2,1,0,39.94357,116.44027,0,4,1.0,1,4,1,178,1,29,59,89,364,3,3,224.0,100,10,10,10,10,10,10,1,0,0,2,0,1,1,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
9792,100.0,0,1,1,1,0,39.91444,116.2718,1,6,1.0,2,3,1,0,1,30,60,90,365,1,1,218.0,100,10,10,10,10,10,10,1,0,0,1,1,0,0,0.14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
3120,96.53,0,1,1,1,1,39.9419,116.40201,0,1,1.0,1,1,1,0,1,0,0,0,0,25,5,619.0,98,10,10,10,10,10,10,0,0,0,1,0,1,0,1.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
15337,100.0,0,1,1,1,1,39.97022,116.44191000000001,0,2,1.0,1,1,1,0,1,0,0,0,0,5,5,45.0,76,8,8,8,8,10,8,0,0,0,1,1,0,0,3.26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
13343,100.0,0,5,5,1,0,39.92132,116.53182,0,1,1.0,1,1,1,0,1,30,60,90,180,6,6,86.0,100,10,10,10,10,10,10,1,0,0,5,1,3,1,2.05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
14989,100.0,0,4,4,1,0,39.924409999999995,116.48366000000001,0,4,1.0,1,2,1,0,2,17,45,75,166,10,10,53.0,96,9,9,10,10,10,10,1,0,0,4,2,2,0,5.56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2960,100.0,1,18,18,1,1,39.946509999999996,116.434,0,4,1.0,2,2,4,39,1,16,46,72,73,20,19,455.0,98,10,10,10,10,10,10,0,0,0,13,6,7,0,1.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
3713,0.0,0,4,4,1,0,39.855979999999995,116.29493000000001,1,2,1.0,1,1,1,0,1,0,20,50,140,1,0,516.0,100,10,10,10,10,10,10,0,0,0,4,1,3,0,0.06,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
3489,96.0,1,10,10,1,1,39.93918,116.39651,0,3,2.0,1,3,3,0,1,11,40,70,89,63,12,621.0,97,10,10,10,10,10,10,0,0,0,9,3,6,0,3.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
11116,96.53,1,5,5,1,0,39.90433,116.2234,1,4,2.0,1,2,1,0,1,11,41,71,346,4,4,172.0,95,10,10,10,10,9,10,1,0,0,5,3,2,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
138,0.0,0,1,1,1,0,39.76242,116.54324,0,2,1.0,1,2,1,48,1,0,0,0,0,10,0,1322.0,100,10,10,10,10,9,10,0,0,0,1,0,1,0,0.23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
10813,100.0,0,18,18,1,1,39.902809999999995,116.40574,1,4,1.0,2,2,1,0,1,21,47,75,345,8,8,148.0,98,10,9,10,10,10,10,1,0,0,18,18,0,0,1.61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
9432,100.0,0,1,1,1,0,39.99623,116.41474,1,2,1.0,1,1,1,0,1,8,32,53,53,4,4,228.0,100,10,10,10,10,10,10,0,0,0,1,0,1,0,0.52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
12578,100.0,1,18,18,1,0,39.91222,116.29901000000001,1,2,1.0,1,1,1,0,1,27,57,87,161,17,17,135.0,100,10,10,10,10,10,10,1,0,0,12,12,0,0,3.72,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
14252,98.0,0,10,10,1,0,39.9911,116.34284,1,1,1.0,1,1,1,0,1,14,44,74,75,13,13,74.0,88,9,9,10,10,10,9,1,0,0,10,2,7,1,5.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
834,100.0,0,3,3,1,1,39.87023,116.45523999999999,0,1,1.0,1,1,1,0,1,0,19,49,324,77,47,1019.0,95,10,9,10,10,10,10,1,0,0,3,0,3,0,2.26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
7018,100.0,0,3,3,1,0,39.94493,116.41241000000001,0,9,3.0,3,3,6,100,1,19,19,19,19,8,8,337.0,85,10,9,9,10,9,9,1,0,0,3,1,2,0,0.71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1087,90.0,0,2,2,1,0,39.94282000000001,116.45768999999999,1,2,1.0,1,1,1,0,2,29,59,89,180,16,10,594.0,96,10,10,10,9,10,10,0,0,0,1,0,1,0,0.81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
14402,100.0,0,1,1,1,0,40.64913,117.27101,1,6,1.0,2,4,1,50,1,25,55,85,353,1,1,51.0,80,10,8,10,8,10,10,1,0,0,1,1,0,0,0.58,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1465,100.0,0,11,11,1,0,40.012029999999996,116.34876000000001,1,2,1.0,1,1,1,0,3,6,6,24,25,12,3,912.0,98,10,10,10,10,10,10,0,0,0,10,9,1,0,0.39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1427,100.0,0,2,2,1,0,39.91425,116.49498,1,2,1.0,1,1,1,50,1,29,59,89,90,1,0,594.0,100,10,10,10,10,10,10,1,0,0,2,0,2,0,0.05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
6770,100.0,0,3,3,1,1,39.937329999999996,116.49066,0,1,1.0,1,1,1,50,1,29,59,89,180,31,31,350.0,99,10,10,10,10,10,10,1,0,0,3,0,2,1,2.65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
4173,100.0,0,10,10,1,0,39.93206,116.46548,0,6,1.0,3,3,1,0,1,24,54,84,175,6,2,505.0,93,10,10,10,10,10,10,0,0,0,10,4,6,0,0.36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3855,97.0,0,10,10,1,0,39.93069000000001,116.44061,0,4,1.0,2,2,4,100,1,21,51,81,94,41,39,553.0,95,10,9,10,10,10,10,1,0,0,11,11,0,0,2.22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1064,96.53,1,3,3,1,0,39.965579999999996,116.43373000000001,0,1,1.0,1,1,1,0,3,0,0,0,0,7,0,788.0,97,10,10,10,10,10,10,1,0,0,3,0,2,1,0.27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
16727,100.0,0,1,1,1,0,39.83413,116.32722,0,2,1.0,0,2,1,0,1,30,60,90,365,1,1,17.0,100,10,8,10,10,8,10,1,0,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
11983,100.0,0,9,9,1,0,39.94135,116.39133999999999,0,4,1.0,2,2,1,0,1,20,50,76,167,13,13,155.0,83,9,9,9,9,10,9,1,0,0,6,6,0,0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
14041,71.0,0,1,1,1,0,39.842459999999996,116.41013999999998,1,2,1.0,1,1,2,36,1,29,59,89,89,1,1,35.0,80,10,10,10,10,10,10,0,0,0,1,0,1,0,0.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
10212,96.53,0,1,1,1,0,39.87522,116.30965,1,2,1.0,1,1,1,0,1,21,51,81,356,1,1,219.0,100,10,10,10,10,6,8,1,0,0,1,1,0,0,0.14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
10202,100.0,0,2,2,1,0,39.90485,116.64011,1,1,1.0,1,1,1,0,1,30,60,90,91,2,2,197.0,100,10,10,10,10,10,10,0,0,0,2,0,2,0,0.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
310,100.0,1,3,3,1,0,39.89444,116.36806999999999,1,4,1.0,2,2,1,99,2,25,55,85,175,2,2,49.0,100,10,10,10,10,9,9,0,0,0,3,1,2,0,1.18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
8482,100.0,1,1,1,1,0,39.919740000000004,116.47684,0,1,1.0,0,1,1,0,1,8,38,68,159,16,16,277.0,99,10,10,10,10,10,10,0,0,0,1,0,1,0,1.73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
1535,100.0,0,5,5,1,1,39.94674000000001,116.38309,0,2,1.0,1,1,1,0,1,12,40,70,251,114,47,897.0,93,10,9,10,10,9,9,0,0,0,5,2,3,0,3.81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
