,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,is_location_exact,accommodates,bathrooms,bedrooms,beds,guests_included,extra_people,minimum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,first_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,neighbourhood_cleansed0,neighbourhood_cleansed1,neighbourhood_cleansed2,neighbourhood_cleansed3,neighbourhood_cleansed4,neighbourhood_cleansed5,neighbourhood_cleansed6,neighbourhood_cleansed7,neighbourhood_cleansed8,neighbourhood_cleansed9,neighbourhood_cleansed10,neighbourhood_cleansed11,neighbourhood_cleansed12,neighbourhood_cleansed13,neighbourhood_cleansed14,neighbourhood_cleansed15,bed_type0,bed_type1,bed_type2,bed_type3,bed_type4,room_type0,room_type1,room_type2,cancellation_policy0,cancellation_policy1,cancellation_policy2
3384,95.0,1,4,4,1,0,39.946659999999994,116.4685,0,1,1.0,1,1,1,0,1,1,21,51,326,47,22,624.0,97,10,10,10,10,10,10,1,0,0,4,0,3,1,2.26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
16783,100.0,0,1,1,1,0,40.65679,117.26783,1,4,2.0,2,2,1,0,1,29,59,89,180,4,4,22.0,95,10,10,10,10,9,10,1,0,0,1,1,0,0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
14746,100.0,0,1,1,1,0,39.90641,116.47133999999998,1,4,1.0,2,2,1,0,1,11,14,30,305,9,9,55.0,98,10,10,10,10,10,10,1,0,0,1,1,0,0,4.82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
802,85.0,0,14,14,1,1,39.99227,116.49295,1,2,1.0,1,1,1,0,1,30,60,90,365,2,1,693.0,80,8,8,10,10,8,8,0,0,0,14,3,9,2,0.09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
7156,100.0,0,2,2,1,0,39.902359999999994,116.54805,1,2,1.0,1,1,1,0,1,11,11,29,30,9,9,295.0,96,10,9,10,10,9,9,1,0,0,2,2,0,0,0.91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
7945,100.0,0,4,4,1,0,39.93845,116.54806,1,2,1.0,1,1,2,100,1,26,56,86,86,20,20,297.0,89,10,10,10,10,9,9,0,0,0,3,3,0,0,2.01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
302,88.0,0,14,14,1,0,39.9237,116.46261000000001,1,1,0.5,1,1,1,0,1,30,60,90,365,27,7,1368.0,94,9,9,9,10,10,9,0,0,0,13,0,8,5,0.59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
6540,94.0,0,25,25,1,0,39.91404,116.48038000000001,0,2,1.0,0,1,1,40,1,30,60,90,181,9,9,346.0,87,10,9,10,9,10,9,1,0,0,22,9,12,1,0.78,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
1709,100.0,0,2,2,1,0,39.976009999999995,116.49405,0,2,1.0,1,1,1,0,2,19,49,79,170,13,8,688.0,91,9,9,10,10,10,9,1,0,0,2,2,0,0,0.57,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6953,100.0,0,2,2,1,1,39.97172,116.38663000000001,0,2,1.0,1,1,1,50,1,6,7,7,19,8,8,342.0,100,10,10,10,9,10,10,0,0,0,2,0,1,1,0.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
13336,100.0,0,1,1,1,0,39.99995,116.37688999999999,1,4,1.0,1,2,1,0,2,14,24,24,24,6,6,46.0,100,10,10,10,10,10,10,0,0,0,1,1,0,0,3.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
10198,100.0,0,1,1,1,0,39.99394,116.50889,0,1,1.0,0,1,1,34,1,0,20,50,50,14,14,225.0,94,10,10,10,10,9,10,1,0,0,1,0,1,0,1.85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
4844,100.0,1,2,2,1,0,39.75059,116.33878999999999,0,2,1.0,1,1,1,0,1,28,58,88,363,1,1,19.0,100,10,10,10,10,8,10,0,0,0,2,1,1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
15842,100.0,1,14,14,1,0,39.93439,116.5173,1,4,1.5,2,2,1,0,1,11,37,67,143,2,2,25.0,100,10,8,10,10,9,9,1,0,0,4,4,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
11634,90.0,0,9,9,1,0,39.91509,116.65748,0,4,1.0,1,2,3,80,1,0,0,0,0,4,4,146.0,100,10,10,10,10,10,10,0,0,0,9,9,0,0,0.81,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
5388,100.0,0,8,8,1,1,40.016870000000004,116.34467,1,2,1.0,1,1,1,0,1,1,31,61,62,8,6,408.0,100,10,10,10,10,10,10,1,0,0,5,3,2,0,0.59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
11248,100.0,0,1,1,1,0,39.9837,116.41808999999999,1,2,1.0,1,1,1,0,1,1,10,18,109,26,26,178.0,92,9,9,9,10,10,9,1,0,0,1,1,0,0,4.36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
9295,100.0,0,4,4,1,0,39.86699,116.55206000000001,0,4,1.0,0,1,1,0,1,30,60,90,365,3,3,122.0,100,10,10,10,10,10,10,1,0,0,4,4,0,0,0.73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3280,96.53,0,1,1,1,1,39.838770000000004,116.36501000000001,0,2,1.0,3,1,1,0,3,0,0,0,0,1,0,632.0,100,10,10,10,10,10,10,1,0,0,1,0,1,0,0.05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
7722,100.0,1,6,6,1,0,39.96004,116.44715,0,3,1.0,1,2,1,0,1,21,51,81,172,3,3,306.0,100,10,10,10,10,9,10,0,0,0,6,2,4,0,0.29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
10832,100.0,0,22,22,1,0,39.91491,116.43302,1,4,1.0,1,2,1,0,1,29,59,62,62,1,1,140.0,100,10,10,10,10,10,10,0,0,0,22,22,0,0,0.21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
8231,100.0,1,5,5,1,1,39.968070000000004,116.32302,0,1,1.0,1,1,1,0,1,26,56,86,87,4,4,276.0,100,10,10,10,10,10,10,1,0,0,5,0,2,3,0.43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
15285,100.0,0,8,8,1,0,39.89631,116.44673,1,4,1.0,2,2,1,0,1,30,60,90,365,2,2,39.0,100,10,10,10,10,10,10,1,0,0,8,8,0,0,1.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
7956,100.0,0,2,2,1,0,39.95899,116.44327,0,2,1.0,1,1,1,0,1,18,48,78,353,5,5,289.0,100,10,10,10,10,10,10,1,0,0,2,2,0,0,0.52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
14545,43.0,0,8,8,1,1,39.99134,116.42192,0,6,1.0,3,3,1,0,2,14,29,36,311,1,1,5.0,100,10,10,10,10,10,10,0,0,0,8,8,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2535,100.0,0,1,1,1,0,39.92634,116.52201000000001,0,4,2.0,3,5,4,50,2,0,19,49,324,5,0,678.0,100,10,10,10,10,10,10,0,0,0,1,1,0,0,0.22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
14970,100.0,0,2,2,1,0,39.90088,116.49533000000001,1,2,1.0,1,1,1,0,1,29,59,89,364,1,1,58.0,100,10,10,10,10,10,10,1,0,0,2,2,0,0,0.51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
7288,100.0,0,4,4,1,1,39.98633,116.47946,0,1,1.0,1,1,1,89,1,30,60,90,271,18,18,323.0,91,10,9,10,10,10,10,0,0,0,3,0,1,2,1.67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
14299,100.0,0,5,5,1,0,40.10651,116.63077,1,2,2.0,1,1,1,0,1,30,60,90,180,1,1,33.0,100,10,10,10,10,10,10,0,0,0,5,5,0,0,0.86,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
13697,100.0,0,75,75,1,0,40.1076,116.63028,1,2,1.0,1,1,1,0,1,30,60,90,180,2,2,39.0,100,10,9,10,10,9,10,0,0,0,75,72,3,0,1.46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3679,100.0,1,1,1,1,0,40.03177,116.35118999999999,0,1,1.0,1,1,1,0,3,0,0,0,0,14,4,598.0,100,10,10,10,10,10,10,0,0,0,1,0,1,0,0.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
3317,90.0,0,19,19,1,1,39.76339,116.34936,1,2,1.0,1,1,1,0,2,26,56,86,361,3,2,498.0,87,9,7,10,10,9,9,1,0,0,19,6,13,0,0.18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
8999,100.0,0,1,1,1,0,40.03852,116.41826,0,2,1.0,1,1,1,0,2,29,59,89,90,4,4,257.0,100,10,10,10,10,10,10,0,0,0,1,0,1,0,0.47,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
3663,96.0,0,7,7,1,0,39.95823,116.43988999999999,0,4,2.0,2,3,3,100,1,24,48,78,79,73,46,601.0,91,9,9,10,10,10,9,1,0,0,7,5,2,0,3.64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
6007,100.0,0,8,8,1,0,39.98988,116.47652,1,2,1.0,1,1,1,0,1,23,53,83,84,4,3,373.0,100,10,10,10,10,10,10,1,0,0,8,8,0,0,0.32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
7166,90.0,0,1,1,1,0,40.08182,116.34338999999999,0,3,1.0,1,2,2,50,1,29,59,89,364,9,9,236.0,93,10,9,10,10,10,9,1,0,0,1,1,0,0,1.13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
12226,100.0,0,27,27,1,0,39.95725,116.32576999999999,1,4,1.0,1,2,2,35,1,28,54,84,359,4,4,25.0,100,10,10,10,10,10,10,1,0,0,27,27,0,0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
5160,100.0,0,5,5,1,0,39.88415,116.46212,0,2,1.0,1,1,1,0,1,30,60,90,365,1,1,281.0,80,4,10,8,10,10,6,1,0,0,5,5,0,0,0.11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
14091,100.0,1,19,19,1,0,39.8987,116.48413000000001,1,2,1.0,1,1,1,0,1,22,52,82,338,17,17,79.0,100,10,10,10,10,10,10,1,0,0,16,16,0,0,6.37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
12086,100.0,1,8,8,1,0,39.988929999999996,116.47774,0,3,1.0,1,2,1,0,1,9,33,63,64,26,26,153.0,97,10,9,10,10,10,10,1,0,0,8,7,1,0,5.06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
13982,100.0,0,2,2,1,0,39.94688,116.3817,0,2,1.0,1,1,1,0,1,30,60,90,91,2,2,71.0,100,10,10,10,10,10,10,1,0,0,2,0,2,0,0.83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2796,100.0,1,6,6,1,1,40.45929,115.77261999999999,0,4,1.0,2,2,1,0,1,24,54,84,174,12,4,660.0,100,10,10,10,10,10,10,0,0,0,6,6,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
8353,100.0,0,5,5,1,0,39.77228,116.58828999999999,0,3,1.0,2,2,1,50,1,30,60,90,365,1,1,139.0,100,10,10,10,10,10,10,1,0,0,5,4,1,0,0.21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
9310,80.0,0,2,2,1,0,39.756879999999995,116.16248999999999,1,2,1.0,0,1,1,0,1,25,55,85,360,2,2,141.0,100,10,8,10,10,9,10,0,0,0,1,1,0,0,0.42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
8925,100.0,0,6,6,1,0,39.92471,116.45682,0,2,1.0,0,1,1,0,1,30,60,90,365,2,2,230.0,100,10,10,10,10,10,10,1,0,0,6,6,0,0,0.26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
10290,100.0,0,2,2,1,0,40.06523,116.43055,1,1,1.0,1,1,1,60,1,20,50,80,170,2,2,107.0,80,6,9,10,9,10,10,1,0,0,2,0,1,1,0.55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
5812,100.0,0,7,7,1,0,39.89834000000001,116.39092,1,2,1.0,1,1,1,0,3,17,35,58,144,1,0,387.0,100,10,10,10,10,10,10,1,0,0,7,0,7,0,0.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
7100,100.0,0,1,1,1,0,39.94659,116.39623999999999,1,3,0.0,0,2,1,0,1,15,45,71,346,5,5,318.0,96,10,10,10,10,10,10,1,0,0,1,1,0,0,0.47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
12531,100.0,1,13,13,1,0,39.9176,116.46802,0,4,1.0,2,2,1,0,1,5,35,65,66,3,3,141.0,87,10,9,10,10,10,10,1,0,0,6,4,2,0,0.63,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
4937,100.0,0,7,7,1,0,39.90017,116.4703,0,2,1.0,1,1,1,0,1,30,60,90,365,7,5,404.0,89,9,9,9,9,9,9,1,0,0,7,4,0,3,0.52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
15804,100.0,0,1,1,1,0,40.6594,117.26382,0,2,1.0,0,1,1,0,1,26,56,86,361,1,1,19.0,100,10,10,10,10,10,10,1,0,0,1,1,0,0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2803,80.0,0,10,10,1,0,39.74287,116.33331000000001,0,8,2.0,3,3,1,0,1,30,60,90,365,1,0,683.0,20,2,6,4,6,6,2,1,0,0,8,2,2,4,0.04,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2839,100.0,0,28,28,1,0,39.88967,116.39726999999999,1,8,1.0,2,4,1,0,1,11,24,48,323,51,36,651.0,91,9,9,10,10,10,9,1,0,0,24,24,0,0,2.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6072,100.0,1,2,2,1,0,39.9922,116.46478,1,2,1.0,1,1,1,0,1,16,27,27,27,40,36,387.0,99,10,10,10,10,10,10,1,0,0,2,0,2,0,3.09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1272,99.0,0,5,5,1,1,39.93692,116.43693999999999,0,2,1.0,1,1,2,0,1,19,35,65,66,125,39,972.0,95,10,9,10,10,10,9,1,0,0,5,5,0,0,3.85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
414,100.0,1,7,7,1,0,39.99498,116.47207,0,1,1.0,3,1,1,60,2,29,59,89,364,24,10,1112.0,97,10,10,10,10,10,10,1,0,0,4,0,3,1,0.65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
13874,100.0,1,2,2,1,0,39.9358,116.51766,0,4,1.0,2,1,1,0,1,19,49,79,354,8,8,84.0,100,10,10,10,10,10,10,1,0,0,2,2,0,0,2.82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
15604,90.0,0,2,2,1,0,39.937329999999996,116.35009,1,2,0.5,1,2,1,0,1,27,57,87,178,1,1,18.0,100,10,10,10,10,10,10,1,0,0,2,0,1,1,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
15055,100.0,0,8,8,1,0,39.92839,116.45459,1,2,1.0,1,1,1,0,1,11,17,47,322,19,19,56.0,100,10,10,10,10,10,10,1,0,0,8,4,4,0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
7645,100.0,0,24,24,1,0,39.9354,116.43359,1,1,1.0,1,1,1,150,1,24,54,84,359,1,1,304.0,100,10,10,10,10,10,10,0,0,0,24,0,2,22,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
5969,100.0,1,11,11,1,0,39.89208,116.40411,1,7,1.0,3,4,1,0,1,16,39,64,339,38,38,363.0,91,9,10,10,10,10,10,1,0,0,11,11,0,0,3.13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
11795,96.0,0,27,27,1,0,39.89771,116.33828999999999,1,4,1.0,2,2,1,0,1,22,50,80,355,2,2,159.0,100,10,10,10,10,10,10,1,0,0,26,25,1,0,0.37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
15060,100.0,0,1,1,1,0,40.082390000000004,116.34232,1,2,1.0,1,1,1,0,1,0,0,0,0,2,2,23.0,100,10,10,10,10,10,10,1,0,0,1,1,0,0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2514,100.0,0,15,15,1,0,39.95969,116.32546,1,4,1.0,1,2,1,0,1,29,59,89,364,18,12,659.0,90,9,8,10,10,10,9,0,0,0,15,14,1,0,0.82,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
13442,100.0,1,11,11,1,0,39.90992,116.56074,1,7,2.0,4,5,1,0,1,8,25,44,45,1,1,101.0,80,10,10,10,10,8,10,1,0,0,11,7,4,0,0.29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3774,100.0,0,17,17,1,0,39.9924,116.33703,0,4,1.0,2,2,4,0,1,30,60,90,365,2,0,512.0,90,8,9,9,9,10,9,0,0,0,17,10,6,1,0.12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
14021,100.0,0,3,3,1,0,40.03797,116.41846000000001,0,2,1.0,1,0,1,0,1,21,51,81,306,2,2,57.0,90,7,9,10,10,10,9,1,0,0,3,2,1,0,1.03,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6226,90.0,0,8,8,1,0,39.82555,116.31183999999999,1,5,1.0,2,3,1,0,1,30,60,90,365,1,1,267.0,100,10,10,10,10,10,10,0,0,0,5,5,0,0,0.11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
4124,100.0,0,1,1,1,0,40.73014000000001,116.63058999999998,0,10,3.0,3,4,1,0,1,30,60,90,365,1,1,219.0,80,8,8,8,10,8,8,1,0,0,1,1,0,0,0.14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
12917,100.0,1,18,18,1,1,39.93295,116.46054,1,2,1.0,1,1,2,39,1,16,46,76,77,25,25,124.0,98,10,10,10,10,10,10,0,0,0,13,6,7,0,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
5581,95.0,0,3,3,1,1,39.93631,116.43462,0,4,1.0,2,2,1,0,1,21,45,75,76,45,38,409.0,96,10,9,10,10,10,10,0,0,0,3,3,0,0,3.29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1590,96.53,0,2,2,1,0,39.94228,116.46146,0,3,1.0,1,2,2,50,2,0,0,0,0,3,2,479.0,93,9,10,10,10,10,9,0,0,0,2,2,0,0,0.19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1372,100.0,0,9,9,1,1,40.42579,116.62803999999998,0,16,8.0,8,10,1,0,1,22,52,82,357,6,0,920.0,95,10,10,10,10,10,10,1,0,0,9,1,8,0,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
6932,100.0,0,3,3,1,0,39.90919,116.57923999999998,0,2,1.0,1,1,1,0,1,26,56,86,86,10,10,322.0,94,10,10,10,10,9,9,0,0,0,2,0,1,1,0.93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
14861,100.0,1,17,17,1,0,39.93128,116.41418,1,2,1.0,1,1,1,0,1,22,52,82,83,11,11,51.0,100,10,10,10,10,10,10,1,0,0,17,17,0,0,6.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
5786,100.0,0,16,16,1,0,40.08181,116.54266000000001,1,2,1.0,1,1,1,0,1,26,56,86,361,1,1,161.0,100,10,10,10,10,10,10,1,0,0,16,16,0,0,0.18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
9358,100.0,0,1,1,1,1,39.92587,116.6038,0,2,1.0,1,1,1,80,1,28,58,88,88,1,1,230.0,100,10,10,10,10,10,10,0,0,0,1,0,1,0,0.13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1720,100.0,0,10,10,1,0,39.950509999999994,116.35668999999999,0,2,1.0,1,1,1,0,1,30,60,90,365,16,4,689.0,89,9,9,9,10,10,9,0,0,0,7,6,1,0,0.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
14224,99.0,1,8,8,1,0,39.93976,116.44618,1,2,1.0,1,1,2,50,1,26,56,86,177,11,11,75.0,95,9,9,10,10,10,9,1,0,0,8,8,0,0,4.34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
16273,100.0,0,1,1,1,0,39.9284,116.32193999999998,1,5,1.0,2,2,1,50,1,27,57,87,267,1,1,19.0,100,10,10,10,10,10,10,1,0,0,1,1,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
9534,100.0,0,24,24,1,0,39.88854,116.46438,0,1,1.0,1,1,1,0,1,30,60,90,90,7,7,247.0,97,10,9,10,10,9,9,1,0,0,24,0,24,0,0.84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
6149,100.0,1,6,6,1,1,39.9239,116.37333000000001,1,4,1.0,1,2,2,0,1,16,46,76,151,52,49,379.0,100,10,10,10,10,10,10,1,0,0,6,3,3,0,4.11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
9503,61.0,0,23,23,1,0,39.895540000000004,116.50358999999999,0,4,1.0,2,1,1,0,1,30,60,90,181,1,1,66.0,40,4,2,6,4,6,4,1,0,0,23,7,11,5,0.45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
15472,100.0,0,5,5,1,0,39.83674,116.37256000000001,0,2,1.0,1,1,1,0,1,28,58,88,363,2,2,30.0,100,10,10,10,10,10,10,1,0,0,5,5,0,0,1.87,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
8432,99.0,0,35,35,1,1,39.99209000000001,116.33442,1,2,1.0,1,1,1,0,1,25,55,72,72,12,12,276.0,100,10,10,10,10,10,10,1,0,0,33,12,21,0,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
13133,95.0,0,2,2,1,0,39.862829999999995,116.38053000000001,1,2,1.0,1,1,1,0,1,0,0,0,0,1,1,59.0,100,10,10,10,10,10,10,1,0,0,2,0,2,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
8136,100.0,0,5,5,1,0,39.99338,116.4739,0,4,1.0,2,2,1,0,1,29,59,89,364,3,3,100.0,100,10,10,10,10,10,10,1,0,0,5,5,0,0,0.89,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
15687,100.0,1,27,27,1,1,39.98737,116.47263000000001,1,2,1.0,1,0,1,0,1,22,52,82,357,7,7,43.0,97,10,10,10,10,10,10,1,0,0,27,14,13,0,4.77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
15136,100.0,0,3,3,1,0,39.97414000000001,116.48375,0,2,1.0,1,0,1,0,1,0,0,0,4,2,2,28.0,100,10,8,10,10,10,10,1,0,0,3,3,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1296,100.0,0,8,8,1,1,39.9169,116.43356999999999,0,5,1.0,2,3,1,0,1,24,54,84,359,52,6,967.0,93,10,9,10,10,9,9,1,0,0,7,7,0,0,1.61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
