6644,201
7614,491
1135,269
490,97
9172,490
10704,332
1730,498
12802,788
10093,436
4218,602
5355,366
5108,366
10760,352
1035,124
8825,166
4118,526
5807,559
333,207
2965,297
8589,697
16729,401
14458,201
226,249
14853,180
1750,394
8059,367
14802,387
6087,588
7957,498
7507,297
9575,470
11289,484
1515,318
8572,332
3034,401
11660,124
6783,186
10380,332
12590,456
14624,498
12289,325
8290,996
11786,159
7137,1577
2546,173
15773,428
3348,615
16579,470
9227,498
15046,297
841,401
13017,1286
13059,2203
3512,505
10114,3978
16302,277
6721,470
9845,201
9792,421
3120,97
15337,360
13343,152
14989,277
2960,698
3713,138
3489,297
11116,609
138,131
10813,698
9432,256
12578,297
14252,118
834,131
7018,1286
1087,318
14402,498
1465,380
1427,118
6770,201
4173,768
3855,491
1064,97
16727,290
11983,602
14041,117
10212,401
10202,221
310,380
8482,201
1535,311
9048,518
10579,152
12061,297
3752,906
11929,290
10089,401
14981,290
10945,360
11201,525
9409,297
7971,270
17164,277
6736,519
13229,235
9653,228
16817,290
10942,269
9018,601
14475,1590
8302,401
3923,401
12387,242
12152,560
11791,947
13473,664
11600,788
13509,131
12504,152
2120,401
10755,436
9228,13581
10894,401
4840,401
1013,442
1250,242
4920,449
4973,477
14306,290
1390,380
5669,166
9376,200
12003,228
3531,332
1249,201
17167,256
15634,581
3561,595
2601,892
1694,200
1378,277
9944,249
14318,124
6070,325
362,297
830,10358
8883,602
1357,180
7732,1996
2970,498
4294,1383
2830,325
4957,497
1710,5000
13532,387
7141,898
14737,456
9651,1982
17,8900
13919,69
4227,97
6214,345
16096,1588
12147,470
15736,152
2933,200
11477,242
14139,491
4222,270
8132,276
6820,498
4946,297
13815,449
1050,671
6287,650
3047,678
15233,270
3378,456
14945,456
184,422
2923,145
5231,97
15554,497
15170,332
4000,1196
13898,401
17169,366
15760,2003
4834,159
3860,235
13978,166
11566,221
3423,318
14498,283
4953,996
16032,456
5206,180
15962,559
4879,249
12353,753
11511,360
2916,297
2184,325
8458,470
15265,449
10028,1285
7438,256
8205,338
1994,780
7143,490
9429,429
7136,159
5345,124
2633,802
16760,228
613,657
8970,352
9908,297
1860,249
6655,435
2746,1189
1009,297
16240,221
3936,628
16086,552
1716,297
5600,200
10411,747
16457,283
6972,587
12694,97
17155,297
8729,490
16358,768
10408,788
6100,698
10674,228
15289,1003
11121,166
6915,256
6942,297
10947,408
17048,401
6023,338
16279,456
12982,297
11110,360
4288,221
1797,187
6681,373
1857,290
2808,249
10390,685
3250,242
15813,297
723,201
5176,587
9898,428
15876,277
11599,609
1546,739
13112,297
16628,180
14310,927
737,483
14130,242
3454,304
12726,587
7770,698
4509,643
7563,97
5661,228
3577,2997
2593,401
5067,629
12395,449
15367,166
17037,118
9915,311
13508,878
218,166
12809,595
15193,401
8744,166
3620,443
10596,498
10451,360
437,277
16934,256
13831,1590
12474,497
6867,159
12671,346
3222,367
12964,97
17130,567
6937,346
15847,401
3261,401
3839,1036
14273,401
7058,456
14420,899
3945,470
4743,152
10416,262
13260,491
11219,297
9762,76
5760,429
1171,498
2218,138
8335,906
5461,429
2317,221
11131,546
13232,325
11282,560
7853,574
6109,456
16645,221
16150,352
584,477
2553,214
9184,207
12876,387
733,256
12631,387
108,878
4015,159
3974,553
3251,228
157,207
6623,110
6999,512
1735,276
12108,885
15240,408
13680,228
761,186
1653,601
6382,284
14313,297
6491,698
1431,595
9092,498
11508,401
4653,235
14644,380
8693,476
13206,588
2656,166
16143,491
1557,276
1631,428
11143,996
2189,297
4264,97
2456,221
16058,408
274,885
12785,359
15785,180
13878,166
3595,497
12623,698
1374,401
4026,283
16713,885
604,221
3912,698
6411,235
13078,367
8292,670
14499,532
2512,1286
12776,539
9427,242
13617,1279
8528,1390
6679,525
13305,560
4291,477
3773,3978
3627,642
13283,83
5050,394
4084,297
10253,297
2389,567
9431,159
10806,186
9685,180
14625,200
155,1595
4991,1590
3386,263
4805,249
16562,367
4713,332
14886,601
17066,498
3012,539
13182,781
8112,401
14255,228
16474,436
2952,297
8401,401
15871,339
16585,152
7574,401
1934,387
15561,498
1836,587
9239,553
5415,256
1423,152
3645,456
2977,277
4503,262
9108,1996
6673,90
5847,2182
12721,449
16439,2586
11265,180
14366,180
14263,97
16070,235
2972,401
10230,235
13808,297
9688,297
9235,539
3456,456
4882,787
4003,490
10865,90
2342,429
14577,387
3905,159
8365,498
1624,1155
2591,602
10569,685
6724,256
13001,235
6357,2182
14820,380
6887,221
11840,566
4346,830
1460,166
9716,3598
2412,802
3515,325
6003,401
17200,318
3003,401
6284,435
2925,325
1469,498
2290,242
10644,726
16386,277
1248,111
2384,546
3156,3978
7480,726
3467,498
14321,497
9031,429
5973,159
8140,221
10614,339
10967,104
10117,560
428,159
15690,519
9526,560
9712,166
16423,456
12601,256
13025,201
6880,228
10279,891
15459,235
3667,138
1820,2489
9798,124
12429,318
11559,566
2854,622
13601,387
11230,691
1365,961
1310,3681
14317,802
6154,2300
8849,97
14443,560
5998,325
8195,166
11247,588
7483,567
8525,387
4481,726
74,953
12733,277
17147,180
703,795
3309,1298
16343,498
10640,297
6421,138
10573,602
4825,387
10778,360
3602,180
17019,387
442,387
12795,186
7212,636
2623,256
1456,187
15049,228
17020,249
814,249
9350,456
6920,242
12999,201
6504,270
2495,449
453,200
12107,117
8426,118
14261,339
13189,332
9280,401
16896,608
11597,470
13908,124
12624,802
10027,263
11430,277
14769,360
6824,249
10796,802
14763,401
13239,297
4619,685
10559,249
9683,180
6938,249
17183,602
3754,187
14335,698
13147,338
9301,242
4932,269
15598,802
1825,387
1671,498
14985,242
5590,664
2850,996
7816,1001
13616,761
8217,519
547,588
8931,885
1746,284
12970,367
7884,498
16658,401
9768,664
5855,242
11333,180
7389,297
14926,491
8075,221
14060,214
2472,221
2584,124
7253,180
14921,269
14188,256
6027,532
3037,228
7862,201
10030,90
5658,615
8003,1100
5918,539
7396,367
16362,366
17111,602
9770,1182
15681,180
1311,277
16387,145
3088,490
9680,629
9964,498
5921,269
5472,277
8918,297
3476,401
8878,297
262,166
14912,428
5805,407
16887,249
8552,442
15476,360
10924,650
7910,407
15203,401
15763,449
5171,360
4463,643
7975,352
7055,269
5383,360
15885,269
1498,456
1537,97
7923,698
16945,270
10791,3577
1775,747
6758,201
13757,311
10465,519
13451,539
8829,166
4796,145
12895,207
11504,339
14193,601
9623,470
5560,118
2641,629
14479,1086
13750,180
197,477
5366,256
510,242
8478,235
3394,387
10643,996
2647,338
4498,166
8263,685
14695,359
12857,580
11198,200
11783,1501
14177,649
8206,443
12042,650
5774,726
7606,401
683,118
13944,90
11928,256
3662,262
14004,90
12839,187
8887,193
9522,401
5408,207
5314,1588
6750,497
14369,635
4152,3287
4168,553
15601,338
5027,526
5034,560
11812,497
5735,559
2759,339
3149,235
2728,201
5635,526
3507,415
2700,353
4446,519
2013,670
11671,138
17131,228
4681,456
14472,3686
5471,311
1594,1079
2995,297
17011,332
8420,518
11491,401
3379,367
10671,657
4302,498
8001,97
10522,587
14228,90
5311,159
23,297
3287,297
15648,187
141,360
5594,539
6748,360
1306,401
2030,276
8746,539
12827,401
7870,429
16591,201
6000,483
8340,891
12755,574
5761,228
7633,242
1611,609
14888,802
14794,152
8749,304
13805,436
4699,456
3771,124
2524,235
14211,297
14180,297
662,131
2800,609
3491,235
10606,290
12586,602
7089,152
15407,318
9570,263
6888,981
1689,650
210,490
16451,290
15331,359
14770,1091
10094,519
3407,435
11043,429
6553,138
15025,297
8966,277
9065,297
4521,262
9663,788
14216,297
12660,830
4615,380
6606,235
11941,283
14172,449
4349,602
2043,131
13548,297
5035,429
14676,269
4537,795
5163,214
8427,166
2907,200
10192,1878
10475,235
9017,1293
305,187
2339,297
9657,401
13437,877
6653,228
7463,117
10858,256
8980,996
13922,152
667,498
8606,490
3765,332
13592,297
5229,138
16317,552
11554,559
14131,359
766,270
9260,339
15227,360
14064,602
3682,421
16142,795
3574,567
688,401
330,325
6870,546
15096,201
16915,456
15280,290
12205,498
12430,339
12436,421
3696,497
5945,284
1807,387
14768,207
6665,297
8837,290
2038,657
16138,207
16367,4799
2292,1487
9601,588
16809,387
6360,359
9624,1982
8373,498
16917,401
9039,1079
7210,118
10617,318
7892,1189
15806,339
10382,228
2201,1388
7327,2942
1037,560
9531,360
7860,159
11398,290
8097,1279
12398,601
369,436
4239,242
6291,436
381,276
8121,360
8679,360
13386,587
10051,159
6204,263
11765,498
15551,228
7590,878
4420,685
9490,456
3926,678
14741,290
6325,953
12057,186
6134,719
4756,643
7627,608
8035,221
3564,263
3485,270
10052,187
6233,546
6363,401
13844,491
14128,401
14262,97
174,595
4157,221
6796,595
2502,2296
5895,297
5878,559
10041,498
4236,387
2711,297
1353,1982
2064,595
3170,697
1555,290
5503,470
13582,477
11800,97
11445,602
6011,519
14584,235
12538,691
14307,325
15277,290
14612,553
8147,297
9007,221
7791,387
13042,588
13857,1839
12518,277
549,498
7283,802
4272,436
5099,698
4432,166
16164,649
8013,519
11495,470
6588,664
8910,3087
10120,1100
7680,325
1192,97
8384,297
14729,436
13847,339
13522,325
14283,443
15079,297
1966,201
24,270
4791,173
3027,138
9593,3598
11658,166
4652,338
8445,428
4127,671
12972,498
4369,407
13410,152
11586,297
2855,546
7886,747
2203,1888
562,408
11340,339
5247,1298
3459,353
4120,677
418,3888
16999,360
8133,421
15757,401
12681,228
832,387
4328,629
9274,429
7679,491
3108,401
4786,477
2616,560
4558,367
13251,407
3276,276
14432,325
12265,387
13843,519
910,1238
16865,256
3365,194
1540,1203
9696,657
12984,290
10386,256
3702,69
14009,428
16718,587
1162,401
9793,277
16852,788
4510,498
16623,2949
12514,166
6513,677
1658,277
5234,228
4040,193
9870,470
1814,297
4707,145
8639,180
2674,401
5,401
16784,152
11396,1001
14234,200
10944,332
14096,436
10668,166
7604,387
628,2997
2031,221
3218,159
4336,463
10471,401
10124,1487
12105,697
8769,180
2545,498
2134,415
11550,456
13178,429
2006,366
11650,504
14858,664
4193,97
6926,83
5351,290
10371,180
2206,2686
16178,602
6554,256
13267,490
13314,401
6418,498
4893,297
10632,297
8955,283
6133,297
2955,249
4976,367
13974,228
13886,602
1766,401
8590,421
12576,588
2454,367
7046,159
16298,277
3105,788
7517,235
8796,539
1650,201
6774,242
8170,269
2596,698
15661,166
6174,69
1851,339
11215,380
11505,491
4668,366
2704,436
16353,401
16890,380
3101,678
16415,269
13029,138
15359,380
15557,401
8440,3501
3615,124
52,497
9481,692
11053,201
3166,401
506,201
13660,207
948,159
16407,166
9602,346
17179,338
7479,180
6766,270
1931,180
9495,277
6144,4502
17134,117
3427,456
15137,802
16752,498
4752,588
11773,297
5453,698
2360,97
9617,235
9328,1278
288,201
15188,297
6661,366
13407,228
5650,124
13538,1100
5109,567
16021,677
11790,201
1473,180
14696,359
14184,228
4215,401
6950,90
12977,760
10191,367
12262,338
9614,97
7712,899
12680,187
9207,269
15768,290
15126,207
7485,186
5179,519
790,187
11193,650
8836,201
10788,325
1595,200
5061,118
10130,360
11806,201
6179,159
10833,401
3021,428
11762,788
4087,360
10035,795
2018,387
456,297
828,380
7170,297
16135,152
7387,262
5980,138
7598,297
3355,456
13728,270
9646,498
16179,899
13123,3997
13321,200
12663,2081
8326,221
4575,567
11370,470
15906,290
4383,415
1656,277
16949,359
1117,159
10401,546
6355,2081
5199,221
13836,159
7976,297
10578,602
8363,401
503,726
5762,456
9339,560
15699,180
8025,415
9929,401
13875,552
3867,221
3987,429
13481,318
15329,290
4331,553
7449,110
7314,560
16773,678
8379,456
16531,353
6274,387
14739,428
4348,353
17201,297
2811,546
2503,131
11633,221
3944,262
15057,401
6090,221
14759,297
2318,311
7920,780
8021,235
16499,284
13009,602
16340,256
14510,401
12845,249
14457,470
14684,90
10526,297
846,470
11162,1383
16489,277
5416,1300
10678,387
3709,200
12076,200
11366,1001
4877,1077
13896,1397
1185,588
5925,698
3069,697
6973,104
4764,228
12371,352
10357,697
5048,394
12405,283
8243,670
10546,318
13761,242
9642,401
14884,581
14731,318
5799,629
11972,159
17050,497
9410,359
2007,138
16909,90
10626,697
5168,1577
12449,435
15702,753
8874,588
14082,186
1834,297
16516,380
874,982
11991,525
1313,249
8612,297
11081,187
9436,297
8816,685
8068,463
2523,387
2603,429
12357,387
2429,878
9709,138
4351,497
13243,498
17168,367
2348,470
12648,982
13540,498
715,491
13421,338
15686,276
11607,360
8389,256
15075,166
7126,581
1262,560
9521,380
876,429
