id,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,is_location_exact,accommodates,bathrooms,bedrooms,beds,price,guests_included,extra_people,minimum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,first_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,neighbourhood_cleansed0,neighbourhood_cleansed1,neighbourhood_cleansed2,neighbourhood_cleansed3,neighbourhood_cleansed4,neighbourhood_cleansed5,neighbourhood_cleansed6,neighbourhood_cleansed7,neighbourhood_cleansed8,neighbourhood_cleansed9,neighbourhood_cleansed10,neighbourhood_cleansed11,neighbourhood_cleansed12,neighbourhood_cleansed13,neighbourhood_cleansed14,neighbourhood_cleansed15,bed_type0,bed_type1,bed_type2,bed_type3,bed_type4,room_type0,room_type1,room_type2,cancellation_policy0,cancellation_policy1,cancellation_policy2,Distance
28657409,100,0,2,2,1,1,39.91745,116.46108,0,2,2,1,1,657,1,0,3,28,58,88,363,2,2,63,100,10,10,10,10,10,10,0,0,0,2,1,1,0,0.94,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,5.751
28657898,100,0,1,1,1,0,40.65254,117.27655,1,4,1,1,2,657,1,0,1,28,58,88,179,1,1,19,100,10,10,10,10,8,10,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,109.714
28658090,100,0,1,1,1,0,39.90256,116.12296,0,4,2,2,2,325,1,0,1,15,45,70,160,12,12,230,98,10,10,10,10,9,10,1,0,0,1,1,0,0,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,23.455
28658440,100,0,28,28,1,0,39.96999,116.38526,1,6,1,2,4,498,1,0,1,0,0,19,20,4,4,210,95,10,10,10,10,9,10,1,0,0,27,27,0,0,0.57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,4.535
28658816,100,1,1,1,1,0,40.02398,116.27859,0,2,1,1,1,159,1,0,1,10,40,70,250,22,22,238,97,10,9,10,10,10,10,0,0,0,1,0,1,0,2.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,14.447
28659026,100,1,3,3,1,0,40.04636,116.41405,0,6,1,2,4,421,1,0,1,26,56,83,358,7,7,227,94,9,9,10,10,10,10,1,0,0,3,3,0,0,0.92,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,13.035
28660197,99,0,18,18,1,1,39.93029,116.2555,0,2,1,1,1,138,1,0,1,14,37,65,332,8,8,239,98,10,10,10,10,9,10,0,0,0,14,7,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,11.95
28668807,100,1,1,1,1,1,39.9763,116.43164,1,2,1,1,1,339,1,0,2,0,0,18,19,12,12,238,97,10,10,10,10,10,10,1,0,0,1,1,0,0,1.51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5.995
28669654,100,0,1,1,1,0,39.91286,116.58248,1,2,1,2,1,318,1,0,1,21,51,81,171,3,3,231,100,10,10,10,10,9,9,1,0,0,1,1,0,0,0.39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,16.046
28670194,100,1,1,1,1,1,39.94045,116.39474,0,2,1,1,1,650,2,120,1,19,49,75,76,22,22,231,98,10,10,10,10,10,10,1,0,0,1,1,0,0,2.84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1.166
28670441,100,0,28,28,1,0,39.97065,116.38698,0,6,1,2,4,498,1,0,1,18,48,78,79,3,3,165,93,10,10,10,10,10,9,1,0,0,27,27,0,0,0.54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,4.582
28670757,100,1,3,3,1,0,39.92069,116.4428,1,2,1,1,1,270,2,89,2,0,0,0,262,15,15,230,99,10,10,10,10,10,10,0,0,0,3,0,3,0,1.95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4.152
28671136,100,1,35,35,1,0,39.93286,116.43871,0,3,1,2,2,588,3,100,1,25,53,83,84,6,6,220,90,10,10,10,10,9,9,0,0,0,31,31,0,0,0.81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3.686
28673083,100,0,2,2,1,0,39.94029,116.38365,1,2,1,1,1,256,1,0,1,30,60,90,91,2,2,19,100,10,10,10,10,10,10,1,0,0,2,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1.536
28673164,100,0,17,17,1,0,39.92881,116.6137,0,2,1,1,1,138,2,50,1,20,50,80,80,37,37,230,96,10,10,10,10,10,10,1,0,0,17,5,12,0,4.78,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,18.594
28673725,100,0,28,28,1,0,39.96965,116.38666,1,7,1,3,4,705,1,0,1,19,44,74,75,12,12,219,93,10,10,10,10,10,10,1,0,0,27,27,0,0,1.64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,4.476
28674176,100,0,28,28,1,0,39.97055,116.38553,1,6,1,2,4,498,1,0,1,17,43,73,74,12,12,236,97,10,10,10,10,10,10,1,0,0,27,27,0,0,1.52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,4.592
28674183,100,0,6,6,1,0,39.81488,116.37477,0,2,1,1,1,166,1,0,1,29,59,89,89,1,1,227,100,10,8,10,10,8,8,1,0,0,6,0,6,0,0.13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,12.923
28674823,100,0,11,11,1,0,40.08762,116.4714,0,4,2,2,2,421,4,0,1,30,60,90,365,9,9,239,100,10,10,10,10,10,10,1,0,0,11,10,1,0,1.12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,18.678
28677058,50,0,5,5,1,0,40.08599,116.5286,1,2,1,1,1,331,1,0,1,27,57,87,177,2,2,219,100,10,9,9,10,8,10,0,0,0,2,2,0,0,0.27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,20.716
28677973,100,1,4,4,1,0,39.99167,116.46988,0,4,1,1,2,449,1,0,1,30,60,90,365,1,1,100,100,10,10,10,10,8,8,1,0,0,4,3,1,0,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,9.331
28678437,100,1,6,6,1,0,40.15895,116.26673,1,16,3,5,14,3598,16,100,1,22,52,82,357,5,5,177,100,10,10,10,10,10,10,0,0,0,6,1,5,0,0.84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,27.724
28679119,100,0,11,11,1,1,40.04318,116.31655,1,4,1,1,2,331,1,0,1,15,45,75,163,8,8,232,98,10,10,10,10,9,10,1,0,0,11,11,0,0,1.03,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,14.277
28680231,100,1,25,25,1,1,39.98487,116.36498,0,5,1,3,3,802,4,60,1,24,54,66,329,10,10,232,96,10,10,10,10,10,10,1,0,0,22,22,0,0,1.29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,6.639
28680236,90,0,15,15,1,1,39.95808,116.44326,0,2,1,1,1,581,1,0,1,30,60,90,365,2,2,205,80,9,8,9,9,8,9,0,0,0,15,15,0,0,0.29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5.122
28681991,100,1,4,4,1,0,39.897,116.39318,0,4,1,2,2,1388,5,200,1,7,19,48,48,2,2,229,100,10,10,10,10,10,10,0,0,0,4,1,3,0,0.26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3.674
28682965,100,0,4,4,1,0,39.93498,116.44516,0,2,1,0,1,657,1,0,1,30,60,90,365,1,1,140,100,10,10,10,8,10,10,1,0,0,4,4,0,0,0.21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,4.258
28683095,100,0,2,2,1,0,39.94481,116.41763,0,2,1,1,1,360,2,95,1,26,56,86,87,10,10,241,96,9,10,10,10,10,9,1,0,0,2,2,0,0,1.24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2.496
28683227,60,0,3,3,1,0,39.95418,116.38468,0,3,1,1,2,526,1,0,1,30,60,90,365,1,1,228,60,6,8,8,10,10,6,0,0,0,3,1,2,0,0.13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2.848
28684327,100,0,4,4,1,0,39.88528,116.42396,1,2,1,1,1,325,1,0,1,22,52,82,357,6,6,45,100,10,10,10,10,10,10,1,0,0,4,4,0,0,3.91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5.527
28685167,100,1,3,3,1,0,39.99065,116.48611,0,2,1,1,1,290,1,0,1,17,47,77,78,33,33,233,98,10,10,10,10,10,10,0,0,0,3,0,2,1,4.23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,10.245
28685689,100,0,4,4,1,0,39.93656,116.54497,0,2,1,1,1,186,2,100,1,25,55,81,81,27,27,226,95,10,10,10,10,9,9,0,0,0,3,3,0,0,3.55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,12.753
28685780,100,0,1,1,1,0,40.12049,116.5563,0,2,1,1,1,297,1,100,1,0,20,50,140,1,1,226,100,10,10,10,10,10,10,1,0,0,1,1,0,0,0.13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,25.216
28686194,100,0,14,14,1,0,39.94367,116.43557,0,5,1,2,2,498,1,0,2,7,37,67,68,13,13,240,97,10,10,10,10,10,10,0,0,0,13,5,6,2,1.62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3.729
28686505,100,0,9,9,1,0,39.88945,116.36083,0,4,1,2,2,519,1,0,1,26,56,86,87,1,1,95,100,10,8,10,10,10,10,0,0,0,9,9,0,0,0.31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,5.398
28686870,100,0,9,9,1,0,40.13654,116.6085,0,6,2,3,3,1885,5,50,1,30,60,90,180,1,1,206,100,10,10,10,10,10,10,1,0,0,9,9,0,0,0.14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,29.256
28687093,100,0,9,9,1,0,40.13721,116.60771,0,6,2,3,3,1001,5,50,1,29,59,89,179,1,1,101,100,10,10,10,10,10,10,1,0,0,9,9,0,0,0.29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,29.273
28687383,100,0,9,9,1,0,40.13874,116.60742,0,6,2,3,3,18886,5,50,1,30,60,90,180,2,2,135,90,10,10,10,10,10,10,1,0,0,9,9,0,0,0.44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,29.392
28687795,100,1,8,8,1,0,39.89488,116.25272,1,4,1,2,2,428,1,0,1,6,26,56,331,3,3,192,100,9,9,10,10,9,9,1,0,0,2,2,0,0,0.46,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,12.8
28688014,100,0,4,4,1,0,39.99325,116.48518,0,2,1,1,1,318,1,0,2,0,29,59,240,5,5,205,84,10,9,10,10,10,9,0,0,0,4,0,4,0,0.73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,10.379
28688818,100,0,4,4,1,0,40.07875,116.58928,1,2,1.5,1,1,297,1,0,1,27,57,87,362,17,17,230,96,9,10,9,10,9,9,1,0,0,3,3,0,0,2.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,23.359
28689025,100,0,4,4,1,0,39.99275,116.485,0,2,1,1,1,256,1,0,2,17,17,18,293,4,4,145,100,10,10,10,10,10,10,0,0,0,4,0,4,0,0.82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,10.33
28689121,100,0,4,4,1,0,39.99425,116.48372,0,2,1,1,1,235,1,0,2,25,55,85,360,3,3,212,93,10,9,9,10,10,10,0,0,0,4,0,4,0,0.42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,10.364
28689148,100,0,4,4,1,0,39.99275,116.48351,0,2,1,1,1,270,1,0,2,29,59,89,270,4,4,198,100,10,10,10,10,9,10,0,0,0,4,0,4,0,0.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,10.237
28690634,56,0,1,1,1,0,39.93972,116.42818,0,1,2,1,1,221,1,100,1,0,0,18,109,2,2,99,100,10,8,10,10,8,8,1,0,0,1,0,1,0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2.978
28690923,100,0,1,1,1,0,39.99883,116.50487,1,2,1,0,1,152,1,0,1,29,59,89,89,1,1,230,100,10,10,10,10,6,8,0,0,0,1,0,1,0,0.13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,12.052
28694719,100,0,2,2,1,0,39.90234,116.21317,1,2,2,1,1,200,1,0,1,14,43,71,346,7,7,226,97,9,10,10,10,10,10,1,0,0,2,1,1,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,15.863
28695307,100,0,10,10,1,0,39.86845,116.45369,0,7,1,2,4,456,7,60,1,30,60,90,91,3,3,212,87,10,9,10,10,9,10,1,0,0,10,7,2,1,0.42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,8.446
28696410,47,0,8,8,1,0,39.90001,116.21613,0,1,2,1,1,359,1,100,1,30,60,90,365,1,1,32,100,10,10,10,10,10,10,1,0,0,6,2,4,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,15.669
28697209,100,0,10,10,1,1,39.7579,116.31139,1,2,1,1,1,200,1,0,1,30,60,90,365,1,1,239,100,10,10,10,10,10,10,1,0,0,10,3,7,0,0.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,20.442
28697390,100,0,17,17,1,0,39.92706,116.61567,1,2,1.5,1,1,159,2,100,1,16,37,67,67,54,54,228,97,10,10,10,10,9,10,1,0,0,17,5,12,0,7.04,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,18.764
28698263,100,0,27,27,1,0,39.98043,116.30814,1,2,1.5,1,0,692,1,50,1,22,52,82,357,36,36,240,98,10,10,10,10,10,10,1,0,0,25,25,0,0,4.48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,9.332
28698999,100,0,2,2,1,0,40.37836,116.55453,0,14,3,5,7,1878,1,0,1,25,55,85,360,3,3,219,100,9,10,10,10,10,9,1,0,0,2,2,0,0,0.41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,51.653
28699065,95,0,19,19,1,0,39.99806,116.34182,0,4,1,2,2,664,6,0,1,21,51,65,335,1,1,31,100,10,10,10,10,10,8,1,0,0,19,5,13,1,0.94,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,8.851
28699193,100,0,6,6,1,1,39.92571,116.44773,0,6,1,2,3,643,2,0,1,11,33,48,323,7,7,199,100,9,9,10,10,10,10,1,0,0,3,2,1,0,1.05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,4.467
28699218,100,1,2,2,1,0,39.93061,116.61697,0,2,2,1,1,138,1,35,1,30,60,90,90,16,16,125,96,10,9,10,10,9,10,1,0,0,2,0,2,0,3.78,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,18.872
28699606,100,0,2,2,1,1,39.94097,116.43941,1,2,1,1,1,436,2,300,3,20,50,80,355,13,13,217,98,10,10,10,10,10,10,1,0,0,2,2,0,0,1.79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3.926
28699800,95,0,19,19,1,0,39.99576,116.33621,0,5,1,2,2,698,6,0,1,20,50,80,355,3,3,200,100,10,9,10,10,10,10,0,0,0,19,5,13,1,0.45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,8.897
28700783,47,0,8,8,1,0,39.90262,116.21335,0,1,2,1,1,304,1,100,1,30,60,90,365,3,3,204,100,10,10,10,10,10,10,0,0,0,6,2,4,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,15.842
28700917,100,1,1,1,1,0,39.89223,116.47846,1,2,1,1,1,263,1,39,3,16,16,22,23,14,14,232,97,10,10,10,10,10,10,0,0,0,1,0,1,0,1.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,8.217
28701367,97,1,24,24,1,0,39.89565,116.33592,1,2,1,1,1,628,1,50,1,21,51,81,198,27,27,236,97,10,10,10,10,10,10,1,0,0,21,21,0,0,3.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,6.366
28701553,97,1,24,24,1,0,39.88347,116.31523,1,2,1,1,2,539,1,50,1,26,56,86,196,22,22,236,99,10,10,10,10,10,10,1,0,0,21,21,0,0,2.77,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,8.591
28702184,100,0,2,2,1,0,40.16543,116.26024,1,4,1,2,3,297,1,0,1,26,36,36,36,1,1,170,100,10,10,10,10,10,10,0,0,0,1,1,0,0,0.17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,28.605
28702833,95,0,19,19,1,0,39.99566,116.34162,0,2,1,1,1,297,2,89,1,20,50,80,355,9,9,212,100,10,10,10,10,10,10,0,0,0,19,5,13,1,1.27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,8.633
28703094,99,1,23,23,1,0,39.89394,116.43183,1,6,1,2,0,581,4,50,1,26,56,86,304,38,38,237,93,9,9,10,10,9,9,1,0,0,10,10,0,0,4.79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,5.059
28703324,100,1,3,3,1,0,39.92374,116.57256,0,7,1,2,3,601,1,0,1,27,57,74,347,5,5,230,100,10,10,10,10,10,10,1,0,0,3,3,0,0,0.65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,15.102
28707643,100,0,7,7,1,0,39.93454,116.45134,1,4,1,2,2,685,1,0,1,22,52,82,357,2,2,163,100,10,10,10,10,10,10,1,0,0,7,6,1,0,0.37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4.776
28709159,0,0,1,1,1,0,39.88228,116.34709,0,1,1,1,1,76,1,0,1,30,60,90,181,1,1,227,20,2,2,2,2,6,2,1,0,0,1,0,0,1,0.13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,6.73
28709972,100,0,1,1,1,0,40.37128,116.59733,0,10,3,3,10,1581,1,0,1,26,56,86,176,5,5,177,100,10,10,10,10,10,9,1,0,0,1,1,0,0,0.84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,51.978
28711319,100,0,52,52,1,1,39.91107,116.49324,1,2,1,1,1,221,1,0,1,29,59,89,180,1,1,224,100,10,10,10,10,10,10,0,0,0,52,21,31,0,0.13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,8.584
28711400,100,1,15,15,1,0,40.01403,116.34193,0,8,1,2,5,636,6,88,1,28,58,88,363,1,1,114,100,10,10,10,10,10,10,1,0,0,13,13,0,0,0.26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,10.406
28711635,96.53,0,2,2,1,0,39.93819,116.43736,1,2,1,0,1,422,1,0,1,0,0,0,0,8,8,231,98,10,10,10,10,10,10,1,0,0,1,1,0,0,1.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3.672
28711889,100,1,15,15,1,0,39.99911,116.35407,1,6,1,2,6,664,6,88,1,28,58,88,363,1,1,233,100,10,10,10,10,10,10,1,0,0,13,13,0,0,0.13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,8.464
28712736,100,1,5,5,1,0,39.90037,116.41428,0,4,1,0,2,664,1,0,1,26,56,86,361,2,2,230,100,10,10,10,10,10,9,0,0,0,5,5,0,0,0.26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,3.657
28712763,100,0,10,10,1,0,39.89961,116.48704,1,3,1,1,1,491,2,0,1,14,27,57,332,5,5,227,100,10,10,10,10,10,10,1,0,0,10,10,0,0,0.66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,8.495
28712955,100,1,6,6,1,0,39.92778,116.40234,0,4,1,1,2,1182,1,0,1,24,47,77,352,5,5,208,100,10,10,10,10,10,10,0,0,0,6,1,5,0,0.72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.621
28713832,100,1,6,6,1,0,39.92855,116.40157,0,2,1,1,1,678,1,0,1,23,46,76,351,18,18,212,99,10,10,10,10,10,10,0,0,0,6,1,5,0,2.54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.53
28713927,95,0,26,26,1,0,39.95597,116.45501,0,3,1,1,1,318,1,0,1,30,60,90,365,3,3,74,93,9,9,9,9,10,9,1,0,0,26,18,8,0,1.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5.828
28714122,100,1,6,6,1,0,39.92652,116.40344,0,2,1,1,1,678,1,0,1,26,49,79,354,20,20,232,100,10,10,10,10,10,9,0,0,0,6,1,5,0,2.58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.768
28714750,100,1,6,6,1,0,39.92692,116.40327,0,4,1,1,2,1279,1,0,1,28,49,79,354,7,7,228,89,9,9,9,9,9,9,0,0,0,6,1,5,0,0.92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.734
28714987,100,1,6,6,1,0,39.9274,116.40219,0,2,1,1,1,781,1,0,1,20,39,69,344,7,7,144,100,10,10,10,10,10,10,0,0,0,6,1,5,0,1.45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.628
28715140,100,0,1,1,1,0,39.89644,116.44442,0,2,1,1,1,332,1,0,2,25,55,85,176,7,7,236,100,10,10,10,10,9,10,1,0,0,1,0,1,0,0.89,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,5.587
28715267,97,1,24,24,1,0,39.8666,116.39335,1,8,1,3,3,871,6,50,1,15,45,75,193,34,34,239,98,10,10,10,10,10,10,1,0,0,21,21,0,0,4.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7.051
28718241,100,0,16,16,1,0,39.91088,116.19942,0,4,1,2,2,456,1,0,1,28,58,88,285,1,1,228,100,10,10,10,10,10,10,1,0,0,5,5,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,16.868
28719038,100,1,4,4,1,0,40.14705,116.25429,0,2,1,1,1,228,1,0,1,30,60,90,365,2,2,227,100,10,10,10,9,8,10,1,0,0,4,3,1,0,0.26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,26.97
28720209,100,0,8,8,1,0,39.90794,116.11859,0,1,1,0,1,256,1,0,1,20,33,63,338,1,1,156,100,10,10,10,10,6,8,1,0,0,8,6,2,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,23.754
28721173,100,0,1,1,1,0,40.07887,116.41756,1,1,1,1,1,131,1,0,3,0,0,0,0,3,3,228,100,10,10,10,10,10,10,1,0,0,1,0,0,1,0.39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,16.66
28723550,100,1,7,7,1,0,39.94452,116.30606,0,2,1,1,1,200,1,79,1,26,56,86,361,4,4,231,95,10,10,10,10,10,10,1,0,0,7,2,2,3,0.52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,7.807
28723629,100,0,11,11,1,0,40.10239,116.55641,1,4,2,2,2,366,4,0,1,30,60,90,365,6,6,207,87,9,8,9,9,9,9,1,0,0,11,10,1,0,0.86,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,23.557
28723761,80,0,3,3,1,0,39.88188,116.45244,0,2,1,1,1,256,1,0,1,30,60,90,365,2,2,229,90,9,9,10,10,9,9,1,0,0,1,0,1,0,0.26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,7.217
